OBJNAME,OBJID,RA,DEC,Z,OBJTYPE,WISESize_flag,SNR_NUV_flag,SNR_W3_flag,SNR_flag,Mstar_all_flag,SFR_flag,sSFR_flag,Mstar_size_flag,tempel2014_flag,tempel2017_flag,tempel2017_groupIDs,tempel2017_Ngal,group_R200,group_M200,tempel2017_group_flag,tempel2017_cluster_flag,tempel2014_nearfilament_flag,tempel2014_farfilament_flag,KT2017_flag,KT2017_pg_flag,KT2017_rg_flag,tempel_field_flag,2D_5NN,2D_Sigma_Mstar,2D_3NN,Mstar,log_Sigma_M0,log_Sigma_M1,log_Sigma_M2,log_Sigma_M3,log_Sigma_M4,log_Sigma_M5,log_Sigma_M6,log_Sigma_M7,log_Sigma_M8,log_Sigma_M9,log_Sigma_M10,log_Sigma_M11,log_Sigma_M12,log_Sigma_M13,log_Sigma_M14,log_Sigma_M15,log_Sigma_M16,log_Sigma_M17,Sigma_ngal_0,Sigma_ngal_1,Sigma_ngal_2,Sigma_ngal_3,Sigma_ngal_4,Sigma_ngal_5,Sigma_ngal_6,Sigma_ngal_7,Sigma_ngal_8,Sigma_ngal_9,Sigma_ngal_10,Sigma_ngal_11,Sigma_ngal_12,Sigma_ngal_13,Sigma_ngal_14,Sigma_ngal_15,Sigma_ngal_16,Sigma_ngal_17,log_Sigma_ngal_0,log_Sigma_ngal_1,log_Sigma_ngal_2,log_Sigma_ngal_3,log_Sigma_ngal_4,log_Sigma_ngal_5,log_Sigma_ngal_6,log_Sigma_ngal_7,log_Sigma_ngal_8,log_Sigma_ngal_9,log_Sigma_ngal_10,log_Sigma_ngal_11,log_Sigma_ngal_12,log_Sigma_ngal_13,log_Sigma_ngal_14,log_Sigma_ngal_15,log_Sigma_ngal_16,log_Sigma_ngal_17,ratio_ngal_1,ratio_SigmaM_1,ratio_SigmaM_2,ratio_SigmaM_3,ratio_SigmaM_4,ratio_ngal_2,ratio_SigmaM_5,Sigma_2,Sigma_3,Sigma_5,Sigma_10,Sigma_20,ratio_Sigmak_1
b'WISEA J145332.85+240034.7',b'OBJID08546',223.3868333333333,24.00958333333333,0.017410262,b'G',True,True,True,True,True,True,True,True,True,True,81506,2,0.0404662,7201760000.0,True,False,True,False,False,False,False,False,5.505985287460182,20462767704.542564,7.622208165114529,9.762356756256333,10.302032038928267,10.38164217937388,10.515887146896379,10.375238016471645,10.375238016471645,10.625115489688245,10.351032857673776,10.375238016471645,10.121993043786828,9.879334663924608,10.06099667160731,10.469326866218124,10.469326866218124,10.263996998061323,10.375238016471645,10.001342488267811,11.265206883562199,10.151163424705087,11.0,13.0,8.0,5.0,5.0,6.0,5.0,7.0,14.0,8.0,7.0,1.0,1.0,22.0,5.0,32.0,1.0,42.0,1.0413926851582251,1.1139433523068367,0.9030899869919435,0.6989700043360189,0.6989700043360189,0.7781512503836436,0.6989700043360189,0.8450980400142568,1.146128035678238,0.9030899869919435,0.8450980400142568,0.0,0.0,1.3424226808222062,0.6989700043360189,1.505149978319906,0.0,1.6232492903979006,-0.30102999566398114,0.0,0.2532449726848167,-0.11829400854434802,0.02420515879786933,0.14612803567823796,0.3496903694059643,0.707493348229366,0.8820808053290975,0.7408350465808504,0.15508289371249165,0.015259211534234957,-0.5524104545168744
b'WISEA J110241.43+250027.7',b'--',165.67249999999999,25.007722222222224,0.021216175,b'G',False,True,True,True,True,True,True,True,True,True,81296,4,0.238474,1479950000000.0,True,False,False,False,False,False,False,False,1.924327743589546,192170712863.19022,40.157035735662795,10.329839285068923,10.203338349637047,10.203338349637047,10.237929710612253,10.237929710612253,10.237929710612253,10.487807183828853,10.839989701940215,10.237929710612253,10.447458439406876,10.434393165945316,10.203338349637047,11.442049693268178,11.442049693268178,10.447458439406876,10.237929710612253,10.24469265333566,11.832689412374789,10.24469265333566,10.0,10.0,6.0,6.0,6.0,4.0,4.0,6.0,33.0,27.0,9.0,4.0,4.0,33.0,5.0,62.0,1.0,62.0,1.0,1.0,0.7781512503836436,0.7781512503836436,0.7781512503836436,0.6020599913279624,0.6020599913279624,0.7781512503836436,1.5185139398778875,1.4313637641589874,0.9542425094393249,0.6020599913279624,0.6020599913279624,1.5185139398778875,0.6989700043360189,1.792391689498254,0.0,1.792391689498254,-0.7403626894942439,0.0,-0.20952872879462348,-0.6020599913279625,-0.6020599913279625,0.17609125905568124,0.5952970486045555,1.7219023002732057,1.603761647086218,0.2842790412519941,0.12183441156609967,0.2723430034342446,-1.600067888707106
b'WISEA J110045.05+221715.9',b'OBJID00588',165.1879583333333,22.28766666666667,0.022902625,b'G',True,False,False,False,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,False,True,False,False,False,False,0.47500637985210925,12750813631.794886,0.7488969977325464,9.55693028019949,9.59847231168365,9.59847231168365,9.950654829795013,9.950654829795013,9.950654829795013,10.11678580125954,9.661840398833318,9.950654829795013,9.43315273838042,9.399369865892233,9.59847231168365,10.26390039016128,10.26390039016128,9.43315273838042,9.950654829795013,9.989827984598193,11.059780407505356,9.989827984598193,4.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,7.0,4.0,3.0,1.0,1.0,7.0,3.0,38.0,1.0,38.0,0.6020599913279624,0.6020599913279624,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.3010299956639812,0.0,0.47712125471966244,0.8450980400142568,0.6020599913279624,0.47712125471966244,0.0,0.0,0.8450980400142568,0.47712125471966244,1.5797835966168101,0.0,1.5797835966168101,-0.3679767852945944,0.0,0.5175020914145936,-0.6020599913279625,0.2888144309616951,0.47712125471966244,-0.3279875857648751,-0.09762945465643873,-0.1255779104614376,-0.3233005572889033,-0.23973412577059575,-0.024975012046637136,-0.14210467111415703
b'WISEA J142754.17+112913.3',b'OBJID14975',216.97562499999998,11.487055555555555,0.024622897,b'G',True,True,False,True,True,True,True,True,True,True,5509,32,0.785595,53170300000000.0,True,False,False,False,False,False,False,False,1.5491679500185265,170145257379.78317,14.87084997490032,9.552732671528414,10.257930705070027,10.257930705070027,10.379802900263849,10.379802900263849,10.379802900263849,10.43493983075425,10.787122348865612,10.379802900263849,10.008053231853427,9.995210409901343,10.245087883117943,11.389182340193575,11.389182340193575,10.008053231853427,10.379802900263849,9.655870713742065,11.05558279883428,9.655870713742065,8.0,8.0,6.0,6.0,6.0,4.0,4.0,6.0,9.0,8.0,7.0,4.0,4.0,9.0,6.0,11.0,2.0,11.0,0.9030899869919435,0.9030899869919435,0.7781512503836436,0.7781512503836436,0.7781512503836436,0.6020599913279624,0.6020599913279624,0.7781512503836436,0.9542425094393249,0.9030899869919435,0.8450980400142568,0.6020599913279624,0.6020599913279624,0.9542425094393249,0.7781512503836436,1.0413926851582251,0.3010299956639812,1.0413926851582251,-0.17609125905568124,0.0,0.37174966841042156,-0.6020599913279625,-0.40731944860176306,0.17609125905568124,1.1312516351235473,1.5645461252227715,1.1723357922515636,0.19009850349989518,-0.28932400204440567,-0.511840408430436,-1.8538701272671771
b'WISEA J115057.53+503710.3',b'OBJID03378',177.73975,50.61955555555556,0.024027774,b'G',True,True,False,True,True,False,True,True,True,True,51115,7,0.347225,4576680000000.0,True,False,False,False,False,False,False,False,13.150649050744587,359026668161.97253,27.913509108327617,9.743635604042975,10.48237809008301,10.48237809008301,10.702891520925292,10.702891520925292,10.702891520925292,10.952768994141891,11.252447302913616,10.702891520925292,10.279504357843265,10.106633556721576,10.28453202299815,11.068215384246106,11.713489200855832,10.295597168774776,10.405758134232384,9.98319914930349,11.24648573134884,9.98319914930349,9.0,9.0,8.0,8.0,8.0,8.0,7.0,8.0,10.0,8.0,7.0,2.0,4.0,11.0,6.0,14.0,1.0,14.0,0.9542425094393249,0.9542425094393249,0.9030899869919435,0.9030899869919435,0.9030899869919435,0.9030899869919435,0.8450980400142568,0.9030899869919435,1.0,0.9030899869919435,0.8450980400142568,0.3010299956639812,0.6020599913279624,1.0413926851582251,0.7781512503836436,1.146128035678238,0.0,1.146128035678238,-0.09691001300805646,0.29713338669290756,0.42338716308202606,-0.4610418979422164,-0.5495557819883246,0.057991946977686726,1.2692481536101266,1.3118078558970794,1.4458144366529502,1.1189471879741155,-0.24014726174545778,-0.7494292364080757,-1.5519551176425372
b'WISEA J112438.93+445851.2',b'OBJID10906',171.1620833333333,44.98086111111111,0.024321718,b'G',True,False,False,False,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,True,False,False,False,False,False,0.30337375855315835,16510468513.977413,0.18962500411592342,9.669151779451255,8.81981938864576,8.81981938864576,9.172001906757123,9.172001906757123,9.172001906757123,9.421879379973722,9.774061898085083,9.172001906757123,8.56994191542916,8.56994191542916,8.81981938864576,10.376121889413046,10.376121889413046,9.321575735418843,9.172001906757123,9.609906362671243,11.172001906757123,9.609906362671243,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,8.0,1.0,9.0,0.3010299956639812,0.47712125471966244,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.0,0.0,0.6989700043360189,0.0,0.9030899869919435,0.0,0.9542425094393249,-0.3010299956639812,0.0,0.6020599913279625,-0.6020599913279625,-0.6020599913279607,0.0,0.16415553541384043,-0.8975546742991222,-0.7221043967785932,-0.5180219878486897,-0.5766581206704953,-0.4104555479541804,0.3208965536286269
b'WISEA J113403.90+025824.3',b'--',173.51624999999999,2.9734166666666666,0.019823063,b'G',False,False,True,True,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,True,False,False,False,False,False,1.0658380211997929,22765741389.992233,0.8254227684532514,9.808674180258436,10.01409796330002,10.01409796330002,9.311524307564301,9.311524307564301,9.311524307564301,9.561401780780901,9.913584298892264,9.311524307564301,10.037722968515375,9.302793578233029,8.959341789452939,10.515644290220227,10.515644290220227,10.037722968515375,9.311524307564301,9.951554641933184,11.311524307564301,9.951554641933184,8.0,8.0,3.0,1.0,2.0,2.0,1.0,3.0,16.0,4.0,2.0,1.0,1.0,17.0,1.0,30.0,1.0,30.0,0.9030899869919435,0.9030899869919435,0.47712125471966244,0.0,0.3010299956639812,0.3010299956639812,0.0,0.47712125471966244,1.2041199826559248,0.6020599913279624,0.3010299956639812,0.0,0.0,1.2304489213782739,0.0,1.4771212547196624,0.0,1.4771212547196624,-0.7269987279362624,0.0,-0.7261986609510735,-0.6020599913279625,-0.6020599913279625,0.47712125471966244,-0.03797034304091973,-0.21532808265466424,-0.08332355571880505,0.027691208589019398,0.0787082286160614,0.07917786071000199,0.29403631127072566
b'WISEA J111702.95+470651.0',b'OBJID10011',169.26220833333332,47.114111111111114,0.024776828,b'G',True,False,False,False,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,0.46117765642960984,14092035556.88183,0.4514259642037228,9.600366112451498,9.41019027445705,9.41019027445705,9.762372792568412,9.762372792568412,9.762372792568412,9.353093712973964,9.705276231085326,9.762372792568412,9.720678943858028,9.720678943858028,9.41019027445705,10.307336222413289,10.307336222413289,10.008951786934064,9.762372792568412,9.973437486135516,11.103216239757364,9.973437486135516,4.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,7.0,6.0,3.0,1.0,1.0,11.0,3.0,14.0,1.0,16.0,0.6020599913279624,0.6020599913279624,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.0,0.0,0.47712125471966244,0.8450980400142568,0.7781512503836436,0.47712125471966244,0.0,0.0,1.0413926851582251,0.47712125471966244,1.146128035678238,0.0,1.2041199826559248,-0.3679767852945944,0.0,0.041693848710384174,-0.6020599913279625,0.057096561483085395,0.47712125471966244,-0.26816125505018995,-0.19221676070340699,-0.3454134656700437,-0.3361317419766218,-0.37294997105794137,-0.32869385525338246,-0.18073321035453438
b'WISEA J105703.74+331802.2',b'--',164.2655833333333,33.300638888888884,0.02301251,b'G',False,False,True,True,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,True,False,False,False,False,False,0.12863282452773184,29065315432.305676,0.1907240748634945,9.914767422646799,9.065435031841302,9.065435031841302,9.417617549952665,9.417617549952665,9.417617549952665,9.667495023169264,10.019677541280627,9.417617549952665,9.051118039196586,9.051118039196586,9.065435031841302,10.62173753260859,10.62173753260859,9.051118039196586,9.417617549952665,8.887792388900055,11.417617549952665,8.887792388900055,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.47712125471966244,0.47712125471966244,0.3010299956639812,0.0,0.0,0.47712125471966244,0.0,0.6989700043360189,0.0,0.6989700043360189,-0.47712125471966244,0.0,0.36649951075607845,-0.6020599913279625,-0.6020599913279625,0.0,1.1318851523805726,-0.678100965195969,-0.7195944830397679,-0.8906481939915059,-0.8185030563227492,-0.6795781147830732,-0.14040209112678026
b'WISEA J112052.41+094351.6',b'--',170.2185,9.73086111111111,0.024791356,b'G',False,False,True,True,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,0.028737612709752832,25557111645.692326,0.018766497309464274,9.858904152307687,9.00957176150219,9.00957176150219,9.361754279613553,9.361754279613553,9.361754279613553,9.611631752830153,9.963814270941516,9.361754279613553,8.75969428828559,8.75969428828559,9.00957176150219,10.565874262269478,10.565874262269478,8.75969428828559,9.361754279613553,8.407511770174228,11.361754279613553,8.407511770174228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.6020599913279625,-0.6020599913279625,-0.6020599913279625,0.0,1.5563025007672877,-1.8857469155561306,-1.726616779116825,-1.5415493124037356,-1.2882378374551076,-1.1637849318937867,0.597509078101023
b'WISEA J131234.96+534320.0',b'OBJID13936',198.14562499999997,53.72227777777778,0.023961525,b'G',True,True,False,False,True,True,True,True,True,True,79139,2,0.0115624,169034000.0,True,False,True,False,False,False,False,False,0.536828150168704,123443482542.45486,0.38400453226308656,9.70892490090854,9.693528156713228,9.693528156713228,10.04571067482459,10.04571067482459,10.04571067482459,10.29558814804119,10.647770666152553,10.04571067482459,10.07369630585158,10.07369630585158,9.693528156713228,11.249830657480516,11.249830657480516,10.07369630585158,10.04571067482459,9.795628314242224,12.04571067482459,9.795628314242224,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,12.0,3.0,2.0,2.0,12.0,2.0,14.0,2.0,14.0,0.47712125471966244,0.47712125471966244,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,1.0791812460476249,1.0791812460476249,0.47712125471966244,0.3010299956639812,0.3010299956639812,1.0791812460476249,0.3010299956639812,1.146128035678238,0.3010299956639812,1.146128035678238,-0.7781512503836436,0.0,-0.02798563102698992,-0.6020599913279625,-0.6020599913279625,0.0,0.852142351910329,-0.48093627867575245,-0.41566364978550774,-0.2701647187288034,-0.05455284741489979,-0.590473456006358,0.42638343126085265
b'WISEA J135808.82+070921.2',b'OBJID14698',209.5368333333333,7.15588888888889,0.024161533,b'G',True,False,False,False,True,False,True,True,True,True,57885,6,0.407498,7403410000000.0,True,False,False,True,False,False,False,False,77.99830767202339,270855423492.3199,59.862482581414746,9.940695973212488,10.409655022061155,10.409655022061155,10.609037031201906,10.609037031201906,10.609037031201906,10.858914504418506,11.211097022529868,10.609037031201906,10.358841322166128,10.234957460298094,10.409655022061155,11.591100028231155,11.591100028231155,10.362800589402678,10.609037031201906,10.238837366113932,11.443546100518356,10.238837366113932,11.0,11.0,9.0,9.0,9.0,9.0,9.0,9.0,19.0,15.0,11.0,6.0,6.0,21.0,9.0,36.0,2.0,37.0,1.0413926851582251,1.0413926851582251,0.9542425094393249,0.9542425094393249,0.9542425094393249,0.9542425094393249,0.9542425094393249,0.9542425094393249,1.2787536009528289,1.1760912590556813,1.0413926851582251,0.7781512503836436,0.7781512503836436,1.3222192947339193,0.9542425094393249,1.5563025007672873,0.3010299956639812,1.568201724066995,-0.324511091513504,0.0,0.25019570903577737,-0.38000300570128687,-0.6020599913279625,0.0,0.972259656415936,2.0915808261094906,1.7771547236811247,1.892085179912595,0.16108290374448822,0.13780510522647962,-1.9304979223650023
b'WISEA J135848.03+045427.1',b'OBJID02496',209.70029166666663,4.907500000000001,0.024753414,b'G',True,True,False,True,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,0.8384008994507702,41879451523.32739,0.857607872908473,10.073393367414567,10.185686585254402,10.185686585254402,10.089741697211476,10.089741697211476,10.089741697211476,9.826120967937033,10.178303486048396,10.089741697211476,9.935809112037802,9.935809112037802,10.185686585254402,10.780363477376358,10.780363477376358,9.935809112037802,10.089741697211476,9.730975501376017,11.576243494720433,9.730975501376017,8.0,8.0,3.0,3.0,3.0,1.0,1.0,3.0,8.0,7.0,7.0,1.0,1.0,9.0,2.0,13.0,1.0,13.0,0.9030899869919435,0.9030899869919435,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.0,0.0,0.47712125471966244,0.9030899869919435,0.8450980400142568,0.8450980400142568,0.0,0.0,0.9542425094393249,0.3010299956639812,1.1139433523068367,0.0,1.1139433523068367,-0.4259687322722811,0.0,0.15393258517367414,-0.6020599913279625,-0.08856178883691967,0.47712125471966244,0.4473279846723788,-0.08898462919118558,-0.06671124077512493,-0.07654826444157863,-0.2779841787118509,-0.34794646681321384,-0.1889995495206653
b'WISEA J141430.50+060955.8',b'--',213.62712499999998,6.165472222222222,0.020022035,b'G',False,True,True,True,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,True,False,False,False,False,False,0.4657569662512283,13721777365.973053,0.3436712723361106,9.588802750810357,10.256028702962018,10.32858158403348,9.935087558536322,9.091652878116223,9.091652878116223,9.341530351332823,9.693712869444186,9.091652878116223,10.081780112151021,10.081780112151021,10.256028702962018,10.295772860772148,10.295772860772148,10.401867143225045,9.091652878116223,10.036207285400934,11.091652878116223,10.67654228338584,3.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,3.0,1.0,1.0,18.0,1.0,21.0,1.0,66.0,0.47712125471966244,0.6989700043360189,0.47712125471966244,0.0,0.0,0.0,0.0,0.0,0.9030899869919435,0.9030899869919435,0.47712125471966244,0.0,0.0,1.255272505103306,0.0,1.3222192947339193,0.0,1.8195439355418688,-0.9030899869919435,0.0,-0.990127234034798,-0.6020599913279625,-0.6020599913279625,0.0,-0.34249441595674845,-0.4120602429307696,-0.4638567692516006,-0.3318406407111773,-0.23978106912365005,-0.14816738077975367,0.17227917380711955
b'WISEA J105557.65+421741.0',b'--',163.99024999999997,42.29475,0.024802038,b'G',False,True,False,False,True,True,True,True,True,True,63630,4,0.425958,8459630000000.001,True,False,False,False,False,False,False,False,0.41207604268614273,301902432854.4739,0.3182126333342283,10.110198623211156,10.196703951338689,10.196703951338689,10.4341091222008,10.4341091222008,10.4341091222008,10.6839865954174,11.036169113528763,10.4341091222008,10.050524897076622,10.050524897076622,10.196703951338689,11.638229104856725,11.638229104856725,10.050524897076622,10.4341091222008,10.082573975962749,11.613048750517022,10.082573975962749,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,3.0,2.0,2.0,6.0,2.0,18.0,1.0,18.0,0.47712125471966244,0.47712125471966244,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.7781512503836436,0.7781512503836436,0.47712125471966244,0.3010299956639812,0.3010299956639812,0.7781512503836436,0.3010299956639812,1.255272505103306,0.0,1.255272505103306,-0.47712125471966244,0.0,0.3835842251241779,-0.6020599913279625,-0.6020599913279625,0.0,0.9535951375660137,-0.510898998854968,-0.4972825824567828,-0.3850226337929398,-0.23422440116828294,-0.2579804164557123,0.2766745976866851
b'WISEA J114806.87+072100.7',b'--',177.02862499999998,7.3502222222222215,0.020039225,b'G',False,False,True,True,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,2.0155884663917085,14852522940.063501,1.8297347671629063,9.623192613960523,10.09661136937167,10.146244218439724,9.403614845323542,9.403614845323542,9.403614845323542,9.653492318540142,9.728102732594353,9.403614845323542,10.222699021185264,10.186344760936299,10.004641912034689,10.330162723922315,10.330162723922315,10.369001211641825,9.403614845323542,10.303303981366703,11.12604274126639,10.316408513872963,16.0,17.0,7.0,6.0,6.0,4.0,2.0,7.0,23.0,19.0,12.0,1.0,1.0,26.0,6.0,46.0,1.0,50.0,1.2041199826559248,1.2304489213782739,0.8450980400142568,0.7781512503836436,0.7781512503836436,0.6020599913279624,0.3010299956639812,0.8450980400142568,1.3617278360175928,1.2787536009528289,1.0791812460476249,0.0,0.0,1.414973347970818,0.7781512503836436,1.662757831681574,0.0,1.6989700043360187,-0.516629796003336,0.0,-0.8190841758617218,-0.6020599913279625,-0.324487887270811,0.5440680443502757,-0.5752012487723501,0.16151219751455714,0.26238814027365215,0.30440186456923984,0.3831665877727796,0.23853954517615458,0.22165439025822248
b'WISEA J143012.23+113751.9',b'--',217.5509583333333,11.631083333333335,0.02471179,b'G',False,False,True,True,True,True,True,True,True,True,5510,9,0.705195,38416900000000.0,True,False,False,False,False,False,False,False,1.5380427086289998,22033428243.851757,1.8192936746378323,9.79447445765703,10.245087883117943,10.245087883117943,10.597270401229304,10.597270401229304,10.597270401229304,10.634557209653677,10.98673972776504,10.597270401229304,10.008053231853427,9.995210409901343,10.245087883117943,10.50144456761882,10.50144456761882,10.008053231853427,10.597270401229304,9.655870713742065,11.297324584962896,9.655870713742065,8.0,8.0,7.0,7.0,7.0,4.0,3.0,7.0,10.0,8.0,8.0,1.0,1.0,10.0,7.0,11.0,1.0,11.0,0.9030899869919435,0.9030899869919435,0.8450980400142568,0.8450980400142568,0.8450980400142568,0.6020599913279624,0.47712125471966244,0.8450980400142568,1.0,0.9030899869919435,0.9030899869919435,0.0,0.0,1.0,0.8450980400142568,1.0413926851582251,0.0,1.0413926851582251,-0.1549019599857432,0.0,0.5892171693758765,0.48529516014621876,-0.3894693265357354,0.3679767852945944,1.3308690140229746,0.4746434631615495,0.2599028095528328,0.186968395195177,-0.3311239033925935,-0.6722339542410936,-0.8057673665541429
b'WISEA J143245.90+392135.5',b'OBJID03023',218.19104166666665,39.360055555555554,0.023129353,b'G',True,True,True,True,True,True,True,True,True,True,0,1,-99.0,-99.0,False,False,True,False,False,False,False,False,0.6845241949652635,19838833496.094875,0.6889044071035251,9.748908514613776,10.147691228031054,10.147691228031054,10.45952951798285,10.45952951798285,10.45952951798285,10.70940699119945,11.061589509310812,10.45952951798285,10.026294318582458,9.857469526654887,10.107346999871487,10.455878624575567,10.455878624575567,10.0862990051208,10.45952951798285,9.674111800471096,11.251758641919642,9.854643151395308,6.0,7.0,3.0,3.0,3.0,2.0,2.0,3.0,8.0,4.0,3.0,1.0,1.0,10.0,2.0,10.0,1.0,19.0,0.7781512503836436,0.8450980400142568,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.3010299956639812,0.3010299956639812,0.47712125471966244,0.9030899869919435,0.6020599913279624,0.47712125471966244,0.0,0.0,1.0,0.3010299956639812,1.0,0.0,1.2787536009528289,-0.4259687322722811,0.0,0.4332351994003911,0.6057108847352453,-0.6020599913279625,0.17609125905568124,1.3874777088397163,-0.00240383375348224,-0.16184103694240876,-0.1646111968299181,-0.48113883399008983,-0.6746569007477217,-0.4787350002366076
b'WISEA J141757.36+074018.9',b'OBJID01780',214.48899999999998,7.671972222222222,0.02484599,b'G',True,False,False,False,True,False,True,True,True,True,3692,28,0.615991,25582100000000.0,True,False,True,False,False,False,False,False,15.11157284465166,1230517282923.164,22.162373757105698,9.678536783636996,10.93424874282433,10.93424874282433,11.180318078587488,11.180318078587488,11.180318078587488,11.359507597117277,11.680955684860555,11.180318078587488,10.870122423535003,10.793607370664049,10.865861181263751,12.248450209951585,12.248450209951585,10.870122423535003,11.153181856338,10.678808165388716,11.181386910942862,10.680054868415743,19.0,19.0,15.0,15.0,15.0,12.0,10.0,15.0,28.0,22.0,15.0,5.0,5.0,28.0,12.0,48.0,1.0,49.0,1.2787536009528289,1.2787536009528289,1.1760912590556813,1.1760912590556813,1.1760912590556813,1.0791812460476249,1.0,1.1760912590556813,1.4471580313422192,1.3424226808222062,1.1760912590556813,0.6989700043360189,0.6989700043360189,1.4471580313422192,1.0791812460476249,1.6812412373755872,0.0,1.6901960800285136,-0.27106677228653786,0.02713622224948864,0.31019565505248536,-0.5674945250910302,-0.5006376062730666,0.17609125905568135,1.0021475194718388,1.301086067808029,1.3456162747568128,1.1793096689852054,0.9459917847677374,0.3606478057949568,-0.35509428304029156
b'WISEA J123428.55+531036.8',b'OBJID15259',188.6189583333333,53.17688888888889,0.022573011,b'G',True,False,True,True,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,False,True,False,False,False,False,0.6066981388235473,22015666210.19213,0.49351909891010143,9.794124214197115,10.22073273771536,10.22073273771536,9.733441212828003,9.733441212828003,9.733441212828003,9.546851814719583,9.899034332830944,9.733441212828003,10.024431003978822,10.024431003978822,10.22073273771536,10.501094324158906,10.501094324158906,10.164926426587794,9.733441212828003,9.672248485867462,11.296974341502981,9.805293837328243,5.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,8.0,8.0,5.0,1.0,1.0,11.0,2.0,10.0,1.0,12.0,0.6989700043360189,0.6989700043360189,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.0,0.0,0.3010299956639812,0.9030899869919435,0.9030899869919435,0.6989700043360189,0.0,0.0,1.0413926851582251,0.3010299956639812,1.0,0.0,1.0791812460476249,-0.6020599913279623,0.0,-0.29098979115081924,-0.6020599913279625,-0.16559312000294035,0.3010299956639812,0.22678584696348203,-0.4806666024702439,-0.3066960357182186,-0.21702733734522664,-0.9522443996763695,-0.7855566420858334,-0.47157779720612564
b'WISEA J115507.02+551433.8',b'--',178.77920833333332,55.24275,0.019711543,b'G',False,True,True,True,True,True,True,True,True,True,62322,4,0.288746,2622150000000.0,True,False,True,False,False,False,False,False,6.72820603636436,73360286770.31633,11.611238313787746,10.316853402485208,10.398813258411773,10.398813258411773,10.750995776523135,10.750995776523135,10.750995776523135,10.069581003007674,10.421763521119036,10.750995776523135,10.182857006941505,10.11492212543961,10.345590850128566,11.023823512446999,11.023823512446999,10.182857006941505,10.697773368239929,9.978319476267366,11.819703529791074,9.978319476267366,13.0,13.0,11.0,11.0,11.0,6.0,6.0,11.0,18.0,12.0,11.0,1.0,1.0,18.0,10.0,28.0,1.0,28.0,1.1139433523068367,1.1139433523068367,1.0413926851582251,1.0413926851582251,1.0413926851582251,0.7781512503836436,0.7781512503836436,1.0413926851582251,1.255272505103306,1.0791812460476249,1.0413926851582251,0.0,0.0,1.255272505103306,1.0,1.4471580313422192,0.0,1.4471580313422192,-0.21387981994508087,0.053222408283206235,0.5681387695816298,-0.6020599913279625,0.32923225540409895,0.2632414347745815,0.4434440448516703,0.8887872797325596,1.064878538788241,0.8278992822972917,0.4819774076518096,0.08929017653957247,-0.40680987208075
