OBJNAME,OBJID,RA,DEC,Z,OBJTYPE,WISESize_flag,SNR_NUV_flag,SNR_W3_flag,SNR_flag,Mstar_all_flag,SFR_flag,sSFR_flag,Mstar_size_flag,tempel2014_flag,tempel2017_flag,tempel2017_groupIDs,tempel2017_Ngal,group_R200,group_M200,tempel2017_group_flag,tempel2017_cluster_flag,tempel2014_nearfilament_flag,tempel2014_farfilament_flag,KT2017_flag,KT2017_pg_flag,KT2017_rg_flag,tempel_field_flag,2D_5NN,2D_Sigma_Mstar,2D_3NN,Mstar,log_Sigma_M0,log_Sigma_M1,log_Sigma_M2,log_Sigma_M3,log_Sigma_M4,log_Sigma_M5,log_Sigma_M6,log_Sigma_M7,log_Sigma_M8,log_Sigma_M9,log_Sigma_M10,log_Sigma_M11,log_Sigma_M12,log_Sigma_M13,log_Sigma_M14,log_Sigma_M15,log_Sigma_M16,log_Sigma_M17,Sigma_ngal_0,Sigma_ngal_1,Sigma_ngal_2,Sigma_ngal_3,Sigma_ngal_4,Sigma_ngal_5,Sigma_ngal_6,Sigma_ngal_7,Sigma_ngal_8,Sigma_ngal_9,Sigma_ngal_10,Sigma_ngal_11,Sigma_ngal_12,Sigma_ngal_13,Sigma_ngal_14,Sigma_ngal_15,Sigma_ngal_16,Sigma_ngal_17,log_Sigma_ngal_0,log_Sigma_ngal_1,log_Sigma_ngal_2,log_Sigma_ngal_3,log_Sigma_ngal_4,log_Sigma_ngal_5,log_Sigma_ngal_6,log_Sigma_ngal_7,log_Sigma_ngal_8,log_Sigma_ngal_9,log_Sigma_ngal_10,log_Sigma_ngal_11,log_Sigma_ngal_12,log_Sigma_ngal_13,log_Sigma_ngal_14,log_Sigma_ngal_15,log_Sigma_ngal_16,log_Sigma_ngal_17,ratio_ngal_1,ratio_SigmaM_1,ratio_SigmaM_2,ratio_SigmaM_3,ratio_SigmaM_4,ratio_ngal_2,ratio_SigmaM_5,Sigma_2,Sigma_3,Sigma_5,Sigma_10,Sigma_20,ratio_Sigmak_1
b'UGC 03818',b'OBJID15363',110.69474999999998,41.658249999999995,0.023359202,b'G',True,True,True,True,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,0.4595002114907101,176812170832.3115,0.3096800005760252,10.69890453841791,10.042926082971775,10.042926082971775,10.201754665723778,10.201754665723778,10.201754665723778,10.451632138940377,10.80381465705174,10.201754665723778,9.96856791587391,9.96856791587391,10.042926082971775,11.4058746483797,11.4058746483797,9.96856791587391,10.201754665723778,9.713350443086469,12.201754665723778,9.713350443086469,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,3.0,1.0,1.0,7.0,1.0,8.0,1.0,8.0,0.47712125471966244,0.47712125471966244,0.0,0.0,0.0,0.0,0.0,0.0,0.8450980400142568,0.8450980400142568,0.47712125471966244,0.0,0.0,0.8450980400142568,0.0,0.9030899869919435,0.0,0.9030899869919435,-0.8450980400142568,0.0,0.23318674984986743,-0.6020599913279607,-0.6020599913279625,0.0,1.0904642139652712,-0.4362706479693437,-0.509086840881285,-0.33771428438836565,-0.8620995915807395,-0.8276660024904324,-0.4258289436113958
b'KUG 0722+407',b'OBJID15595',111.48095833333332,40.69969444444444,0.012338,b'G',True,True,False,True,True,False,True,True,True,True,87898,4,0.35912,5006860000000.0,True,False,False,True,False,False,False,False,0.3090218265782754,10672801784.50407,0.27584375328131266,9.479670825908515,8.630338435103019,8.630338435103019,8.982520953214381,8.982520953214381,8.982520953214381,9.232398426430981,9.584580944542344,8.982520953214381,8.380460961886419,8.380460961886419,8.630338435103019,10.186640935870306,10.186640935870306,9.287997087298978,8.982520953214381,9.717825150412144,10.982520953214381,9.832122193064697,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,7.0,1.0,15.0,1.0,19.0,0.47712125471966244,0.47712125471966244,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.0,0.0,0.3010299956639812,0.6989700043360189,0.0,0.0,0.0,0.0,0.8450980400142568,0.0,1.1760912590556813,0.0,1.2787536009528289,-0.39794000867203766,0.0,0.6020599913279625,-0.6020599913279625,-0.6020599913279625,0.3010299956639812,-0.13324420586980068,-0.5573097971686887,-0.5593368465663966,-0.5100108447572569,-0.39495397908259444,-0.311194900731998,0.16235581808609423
b'UGC 03844',b'OBJID05311',111.64745833333332,43.29633333333333,0.010440556,b'G',True,False,False,False,True,False,False,True,True,True,0,1,-99.0,-99.0,False,False,False,False,True,False,False,True,0.42795850223643545,156612291958.93076,0.3055748081545314,10.64621822746992,9.796885836664423,9.796885836664423,10.149068354775785,10.149068354775785,10.149068354775785,10.398945827992385,10.751128346103748,10.149068354775785,9.575639762161686,9.547008363447823,9.796885836664423,11.35318833743171,11.35318833743171,9.575639762161686,10.149068354775785,9.345337187340427,12.149068354775785,9.345337187340427,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,5.0,2.0,1.0,1.0,6.0,2.0,7.0,1.0,7.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.0,0.3010299956639812,0.7781512503836436,0.6989700043360189,0.3010299956639812,0.0,0.0,0.7781512503836436,0.3010299956639812,0.8450980400142568,0.0,0.8450980400142568,-0.47712125471966244,0.0,0.5734285926140998,-0.6020599913279625,-0.6020599913279625,0.3010299956639812,1.4057911587633214,-0.5880641348083813,-0.5148824522247607,-0.36859834108841455,-0.6040778604994024,-0.43329816429865325,-0.016013725691021108
b'UGC 03871',b'OBJID12294',112.31933333333332,42.27963888888889,0.023065956,b'G',True,True,True,True,True,True,True,True,True,True,0,1,-99.0,-99.0,False,False,True,False,False,False,False,False,0.1536328808921384,103419039105.2675,0.18578136318530047,10.465992880438794,9.616660489633297,9.616660489633297,9.96884300774466,9.96884300774466,9.96884300774466,10.21872048096126,10.570902999072622,9.96884300774466,9.366783016416697,9.366783016416697,9.616660489633297,11.172962990400585,11.172962990400585,9.366783016416697,9.96884300774466,9.547489061264008,11.96884300774466,9.681773227424506,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,5.0,1.0,8.0,0.3010299956639812,0.47712125471966244,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.0,0.0,0.47712125471966244,0.3010299956639812,0.6989700043360189,0.0,0.9030899869919435,0.0,0.0,0.6020599913279625,-0.6020599913279625,-0.6020599913279625,0.0,1.0234139378086144,-0.8875998158577295,-0.7309978547758657,-0.8135158255689131,-0.9530133650244947,-0.8780076755928462,-0.06541354916676523
b'MCG +08-14-023',b'OBJID15498',112.69854166666666,46.01016666666667,0.021199966,b'G',True,True,False,True,True,True,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,0.09199348289258277,14771872349.484734,0.07597498217222043,9.620827928191067,8.77149553738557,8.77149553738557,9.123678055496933,9.123678055496933,9.123678055496933,9.373555528713533,9.725738046824896,9.123678055496933,8.52161806416897,8.52161806416897,8.77149553738557,10.327798038152858,10.327798038152858,8.52161806416897,9.123678055496933,8.169435546057608,11.123678055496933,8.485471149280746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.6020599913279625,-0.6020599913279625,-0.6020599913279625,0.0,1.5563025007672877,-1.276529867031382,-1.1193293931566368,-1.036242938350555,-0.8388884352813335,-0.6360257878679811,0.43764143175004855
b'UGC 03888',b'OBJID03481',112.728,39.01947222222222,0.019867508,b'G',True,True,True,True,True,True,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,0.09497589377365906,69022170133.33714,0.06260099921189574,10.290380992002241,9.441048601196744,9.441048601196744,9.793231119308107,9.793231119308107,9.793231119308107,10.043108592524707,10.39529111063607,9.793231119308107,9.28833434095728,9.191171127980144,9.441048601196744,10.997351101964032,10.997351101964032,9.40105680499968,9.793231119308107,8.936151822845918,11.793231119308107,9.680863536634162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.6020599913279624,0.0,0.47712125471966244,0.0,0.9542425094393249,-0.3010299956639812,0.0,0.5048967783508278,-0.6020599913279625,-0.6020599913279625,0.0,1.4591392877901512,-1.0195044168359257,-1.2034187347009238,-1.0223866108120228,-0.8002940691365892,-0.6912512935793884,0.21921034769933656
b'NGC 2410',b'OBJID12936',113.75941666666665,32.82211111111111,0.015466518,b'G',True,True,True,True,True,True,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,2.1823429946719606,319773044735.5381,3.6096540870364464,10.956234234239107,10.574043143931352,10.582780563715787,10.654592437420597,10.622291604241186,10.622291604241186,10.85384536298869,11.192265305095436,10.637774438358132,10.704832512084185,10.529190342542822,10.418891680076852,11.663204344200897,11.663204344200897,10.711002106602407,10.622291604241186,10.516070437322789,12.459084361544972,10.520314685545303,13.0,14.0,7.0,5.0,5.0,4.0,3.0,6.0,30.0,18.0,7.0,1.0,1.0,32.0,4.0,46.0,1.0,48.0,1.1139433523068367,1.146128035678238,0.8450980400142568,0.6989700043360189,0.6989700043360189,0.6020599913279624,0.47712125471966244,0.7781512503836436,1.4771212547196624,1.255272505103306,0.8450980400142568,0.0,0.0,1.505149978319906,0.6020599913279624,1.662757831681574,0.0,1.6812412373755872,-0.6989700043360187,0.01548283411694662,-0.06705807372605221,-0.47093903910546153,-0.5544908667373036,0.3010299956639812,0.6761948677726473,0.5261472862867438,0.557465585482047,0.3389230088493936,0.17036511693614045,0.32333573932917725,-0.35578216935060336
b'IC 2201',b'OBJID00493',114.07004166666665,33.12272222222222,0.0156575,b'G',True,True,False,False,True,True,True,True,True,True,78283,2,0.215647,1088379999999.9999,True,False,False,False,False,False,False,False,3.510159614651619,126628182962.17067,3.890619328801238,10.503330728384993,10.313856200090113,10.313856200090113,10.637774438358132,10.622291604241186,10.622291604241186,10.887651911574732,11.224351595569148,10.637774438358132,10.6593225469897,10.466619798687967,10.270109086129823,11.260892867150917,11.260892867150917,10.6593225469897,10.622291604241186,10.532074847825157,12.00618085569086,10.533752004375584,10.0,10.0,6.0,4.0,5.0,6.0,4.0,6.0,25.0,14.0,4.0,2.0,2.0,25.0,4.0,49.0,1.0,50.0,1.0,1.0,0.7781512503836436,0.6020599913279624,0.6989700043360189,0.7781512503836436,0.6020599913279624,0.7781512503836436,1.3979400086720377,1.146128035678238,0.6020599913279624,0.3010299956639812,0.3010299956639812,1.3979400086720377,0.6020599913279624,1.6901960800285136,0.0,1.6989700043360187,-0.6197887582883941,0.01548283411694662,-0.021548108631566976,-0.03654127158176834,-0.5865771572110159,0.17609125905568124,0.6922767477439908,0.5154875667274573,0.5900187400587733,0.5453268652368624,0.10873566076783285,0.23549018728847143,-0.40675190595962446
b'KUG 0733+332',b'OBJID12304',114.19004166666664,33.12275,0.016194679,b'G',True,True,False,False,True,True,True,True,True,True,78283,2,0.215647,1088379999999.9999,True,False,False,True,False,False,False,False,3.1611487419077933,126628182962.17067,3.2923499831293754,9.595170065463286,10.313856200090113,10.313856200090113,10.637774438358132,10.622291604241186,10.622291604241186,10.887651911574732,10.720255633403049,10.637774438358132,10.382330905983974,10.262298918945978,10.270109086129823,11.260892867150917,11.260892867150917,10.382330905983974,10.622291604241186,10.501234033039594,11.098020192769152,10.521285391208105,10.0,10.0,6.0,4.0,4.0,6.0,3.0,6.0,20.0,11.0,4.0,2.0,2.0,20.0,4.0,44.0,1.0,46.0,1.0,1.0,0.7781512503836436,0.6020599913279624,0.6020599913279624,0.7781512503836436,0.47712125471966244,0.7781512503836436,1.3010299956639813,1.0413926851582251,0.6020599913279624,0.3010299956639812,0.3010299956639812,1.3010299956639813,0.6020599913279624,1.6434526764861874,0.0,1.662757831681574,-0.5228787452803376,0.01548283411694662,0.2554435323741586,-0.5406372337478675,-0.08248119504491669,0.3010299956639812,0.21902160036345464,0.6050413910613672,0.5175059953321037,0.49984493123027723,0.11714594173165384,0.1834493430137188,-0.4878954493297134
b'UGC 03933',b'OBJID06599',114.40466666666666,41.94705555555555,0.019676946,b'G',True,True,True,True,True,True,True,True,True,True,41861,2,0.108637,139611000000.0,True,False,True,False,False,False,False,False,0.1953041412609262,127820436188.91133,0.8187517957422294,10.557992677384128,9.708660286578631,9.903864787872454,10.256047305983817,10.060842804689994,10.060842804689994,10.310720277906594,10.662902796017956,10.060842804689994,9.458782813362031,9.458782813362031,9.708660286578631,11.264962787345919,11.264962787345919,9.653987314655854,10.060842804689994,9.20520587454389,12.060842804689994,9.526799551377726,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,7.0,1.0,10.0,0.6020599913279624,0.6989700043360189,0.6020599913279624,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.6020599913279624,0.6020599913279624,0.6020599913279624,0.47712125471966244,0.47712125471966244,0.6989700043360189,0.47712125471966244,0.8450980400142568,0.0,1.0,-0.12493873660829996,0.0,0.6020599913279625,-0.6020599913279625,-0.6020599913279625,0.0,1.4576969214740672,1.4153424461306368,-0.08684773447486473,-0.7092885477633483,-0.9450002318586117,-0.8860063208032726,-2.3603426779892485
b'CGCG 147-044',b'OBJID01412',114.38112499999998,28.83761111111111,0.015661346,b'G',True,True,False,True,True,False,True,True,True,True,80058,4,0.184979,686791000000.0,True,False,True,False,False,False,False,False,1.0993780048929402,146207220588.13605,13.896865998865247,9.745832791157541,9.767028812541792,9.767028812541792,10.119211330653153,10.119211330653153,10.119211330653153,10.369088803869753,10.721271321981115,10.119211330653153,10.260350474144392,10.260350474144392,9.767028812541792,11.188478696395224,11.188478696395224,10.260350474144392,10.119211330653153,10.279764219236363,11.248682918463407,10.282758036654885,6.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,12.0,12.0,6.0,3.0,3.0,13.0,5.0,30.0,1.0,31.0,0.7781512503836436,0.7781512503836436,0.6989700043360189,0.6989700043360189,0.6989700043360189,0.6020599913279624,0.6020599913279624,0.6989700043360189,1.0791812460476249,1.0791812460476249,0.7781512503836436,0.47712125471966244,0.47712125471966244,1.1139433523068367,0.6989700043360189,1.4771212547196624,0.0,1.4913616938342726,-0.38021124171160603,0.0,-0.14113914349123924,-0.46720737441410876,-0.6020599913279625,0.09691001300805646,0.4415071027447528,1.0566749091424932,1.142916869832376,0.04114704384566536,-0.0950557745119496,-0.09692107618973238,-1.1517306836544428
b'CGCG 147-046',b'OBJID15510',114.44708333333334,28.64386111111111,0.015417,b'G',True,True,False,True,True,False,True,True,False,True,80058,4,0.184979,686791000000.0,True,False,False,False,False,False,False,False,1.3192725191425185,107180605032.81534,6.560678606174072,10.393309973795299,9.767028812541792,9.767028812541792,10.119211330653153,10.119211330653153,10.119211330653153,10.369088803869753,10.721271321981115,10.119211330653153,10.260350474144392,10.260350474144392,9.767028812541792,11.188478696395224,11.188478696395224,10.260350474144392,10.119211330653153,10.253376663006259,11.896160101101165,10.256557338241592,6.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,12.0,12.0,6.0,3.0,3.0,12.0,5.0,33.0,2.0,34.0,0.7781512503836436,0.7781512503836436,0.6989700043360189,0.6989700043360189,0.6989700043360189,0.6989700043360189,0.6020599913279624,0.6989700043360189,1.0791812460476249,1.0791812460476249,0.7781512503836436,0.47712125471966244,0.47712125471966244,1.0791812460476249,0.6989700043360189,1.5185139398778875,0.3010299956639812,1.5314789170422551,-0.38021124171160603,0.0,-0.14113914349123924,-0.46720737441410876,-0.6020599913279625,0.09691001300805646,0.46789465897485627,1.1167967697214254,0.8169487631064968,0.12033451604291825,-0.03745606970959856,-0.09359862919986575,-1.1542528394310239
b'MCG +08-14-029',b'OBJID05452',114.67299999999997,45.943666666666665,0.017865853,b'G',True,True,False,False,True,True,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,0.1793166650143545,15810498423.445032,0.13354589710046824,9.650337943345859,8.801005552540362,8.801005552540362,9.153188070651725,9.153188070651725,9.153188070651725,9.403065543868324,9.755248061979687,9.153188070651725,8.551128079323762,8.551128079323762,8.801005552540362,10.35730805330765,10.35730805330765,8.83765366739211,9.153188070651725,9.096194842188702,11.153188070651725,9.32229462757714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.7781512503836436,0.0,0.9542425094393249,0.0,0.0,0.6020599913279625,-0.6020599913279625,-0.6020599913279625,0.0,0.6590532197909855,-1.0095944023303594,-0.8743694501659937,-0.7463793468714451,-0.7057740936411376,-0.5792144338249595,0.3038203086892217
b'UGC 03944',b'OBJID14787',114.65208333333332,37.6335,0.013002329,b'G',True,True,True,True,True,False,True,True,True,True,83348,3,0.470124,11236900000000.0,True,False,False,False,False,False,False,False,0.6948882717736008,50263579687.60516,0.6109879611568675,10.152645797213994,10.000751692655639,10.000751692655639,9.65549592451986,9.65549592451986,9.65549592451986,9.905373397736462,10.257555915847822,9.65549592451986,10.209279860180976,10.045335714280641,9.303313406408499,10.859615907175785,10.859615907175785,10.209279860180976,9.65549592451986,10.033416288297008,11.65549592451986,10.040320348418089,7.0,8.0,3.0,2.0,3.0,2.0,2.0,3.0,16.0,8.0,1.0,1.0,1.0,17.0,1.0,27.0,1.0,30.0,0.8450980400142568,0.9030899869919435,0.47712125471966244,0.3010299956639812,0.47712125471966244,0.3010299956639812,0.3010299956639812,0.47712125471966244,1.2041199826559248,0.9030899869919435,0.0,0.0,0.0,1.2304489213782739,0.0,1.4313637641589874,0.0,1.4771212547196624,-0.7269987279362624,0.0,-0.5537839356611158,-0.6020599913279625,-0.6020599913279625,0.17609125905568124,0.22413962755081407,-0.12725855613917264,-0.2139673469663665,-0.1580850182198025,-0.043165531065387445,0.11053859034482247,0.08409302507378519
b'CGCG 147-047',b'OBJID03561',114.61020833333332,28.963055555555556,0.01578745,b'G',True,True,True,True,True,False,True,True,True,True,80058,4,0.184979,686791000000.0,True,False,False,True,False,False,False,False,1.3579218531094115,58725444500.85572,6.256400103672836,10.04275327240061,10.503588263661433,10.503588263661433,10.119211330653153,10.119211330653153,10.119211330653153,10.369088803869753,10.721271321981115,10.119211330653153,10.260350474144392,10.260350474144392,10.503588263661433,10.7497233823624,10.7497233823624,10.260350474144392,10.119211330653153,10.279764219236363,11.545603399706476,10.296663136696413,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,13.0,13.0,10.0,1.0,1.0,14.0,4.0,29.0,1.0,33.0,1.0,1.0,0.6020599913279624,0.6020599913279624,0.6020599913279624,0.6020599913279624,0.6020599913279624,0.6020599913279624,1.1139433523068367,1.1139433523068367,1.0,0.0,0.0,1.146128035678238,0.6020599913279624,1.462397997898956,0.0,1.5185139398778875,-0.5118833609788743,0.0,-0.14113914349123924,-0.02845206038128545,-0.6020599913279625,0.0,0.4415071027447528,0.6839837722092666,0.7963245145500367,0.13287477749977686,-0.020609524300649416,-0.06514344028132295,-0.7045932965099161
b'ARK 138',b'OBJID07957',114.89445833333333,49.35622222222222,0.022235382,b'G',True,True,True,True,True,False,True,True,True,True,75013,4,0.398587,6907820000000.0,True,False,False,False,False,False,False,False,1.7005232736001106,254887113424.7212,6.4252279408213,10.413187058181135,10.66760926570192,10.817699982302496,10.518303770105726,10.518303770105726,10.518303770105726,10.740496382852568,11.09267890096393,10.518303770105726,10.41773179248532,10.32853085937499,10.57840833259159,11.564710371071746,11.564710371071746,10.575157264971729,10.397537647941215,10.30800973542448,11.916037185487003,10.404915358193154,9.0,11.0,6.0,6.0,6.0,5.0,4.0,6.0,10.0,8.0,7.0,3.0,3.0,13.0,5.0,30.0,1.0,34.0,0.9542425094393249,1.0413926851582251,0.7781512503836436,0.7781512503836436,0.7781512503836436,0.6989700043360189,0.6020599913279624,0.7781512503836436,1.0,0.9030899869919435,0.8450980400142568,0.47712125471966244,0.47712125471966244,1.1139433523068367,0.6989700043360189,1.4771212547196624,0.0,1.5314789170422551,-0.22184874961635637,0.1207661221645111,0.10057197762040637,-0.4720314701078152,-0.5743751308582041,0.17609125905568124,0.7846691655394498,1.1760272164829926,0.807888539269469,0.2305825801246273,-0.1621393344433034,-0.05325355070480676,-1.3381665509262959
b'UGC 03949',b'OBJID11962',114.93862499999999,48.742000000000004,0.021295,b'G',True,True,True,True,True,False,True,True,True,True,72333,2,0.326755,3803340000000.0,True,False,False,False,False,False,False,False,1.0631453895436453,22633430803.01777,1.2847870880158438,9.806142771964767,10.180749723751182,10.180749723751182,10.518303770105726,10.518303770105726,10.518303770105726,10.251792558681071,9.911052890598596,10.518303770105726,10.634371781199727,10.509034307638428,10.180749723751182,10.513112881926558,10.513112881926558,10.634371781199727,10.518303770105726,10.40067399444344,11.308992899270633,10.40067399444344,10.0,10.0,5.0,5.0,5.0,2.0,1.0,5.0,20.0,17.0,9.0,1.0,1.0,20.0,5.0,35.0,1.0,35.0,1.0,1.0,0.6989700043360189,0.6989700043360189,0.6989700043360189,0.3010299956639812,0.0,0.6989700043360189,1.3010299956639813,1.2304489213782739,0.9542425094393249,0.0,0.0,1.3010299956639813,0.6989700043360189,1.5440680443502757,0.0,1.5440680443502757,-0.6020599913279624,0.0,-0.11606801109400067,-0.6020599913279625,0.6072508795071307,0.6989700043360189,-0.48962110384484525,-0.02796548718070328,0.10883116333961251,0.02659266015723652,0.06571318729864128,0.17148107069238241,0.09367867447934457
b'CGCG 235-025',b'OBJID03245',115.04483333333333,49.309916666666666,0.02160099,b'G',True,False,False,False,True,False,True,True,True,True,75013,4,0.398587,6907820000000.0,True,False,False,False,False,False,False,False,2.081075803519957,254887113424.7212,10.539843684633155,10.364982753911265,10.782775191653975,10.782775191653975,11.134957709765338,10.969587656133825,10.969587656133825,10.740496382852568,11.09267890096393,11.134957709765338,10.575157264971729,10.367527664805863,10.617405138022463,11.564710371071746,11.564710371071746,10.575157264971729,10.969587656133825,10.52945700749514,12.167250955834955,10.5319865903309,10.0,10.0,10.0,8.0,8.0,5.0,4.0,10.0,13.0,9.0,8.0,3.0,3.0,14.0,8.0,44.0,2.0,46.0,1.0,1.0,1.0,0.9030899869919435,0.9030899869919435,0.6989700043360189,0.6020599913279624,1.0,1.1139433523068367,0.9542425094393249,0.9030899869919435,0.47712125471966244,0.47712125471966244,1.146128035678238,0.9030899869919435,1.6434526764861874,0.3010299956639812,1.662757831681574,-0.11394335230683672,0.1653700536315128,0.5598004447936091,-0.4720314701078152,0.042278808801407664,0.3979400086720376,0.5632218934687909,1.365474973163682,1.0228341699462937,0.3182878997459093,0.11183653245336195,0.09247178439187782,-1.25363844071032
b'CGCG 235-026',b'OBJID05518',115.06095833333333,49.282944444444446,0.02147839,b'G',True,True,True,True,True,False,True,True,True,True,75013,4,0.398587,6907820000000.0,True,False,False,False,False,False,False,False,2.3042327452154616,343855836404.30286,13.715728368531256,10.361752906741094,10.782775191653975,10.782775191653975,11.134957709765338,10.969587656133825,10.969587656133825,10.740496382852568,11.09267890096393,11.134957709765338,10.578408091614666,10.37275922745769,10.617405138022463,11.564710371071746,11.564710371071746,10.578408091614666,10.969587656133825,10.587875007892169,12.167250955834955,10.590087031864504,10.0,10.0,10.0,8.0,8.0,5.0,4.0,10.0,15.0,11.0,8.0,3.0,3.0,16.0,8.0,46.0,2.0,48.0,1.0,1.0,1.0,0.9030899869919435,0.9030899869919435,0.6989700043360189,0.6020599913279624,1.0,1.1760912590556813,1.0413926851582251,0.9030899869919435,0.47712125471966244,0.47712125471966244,1.2041199826559248,0.9030899869919435,1.662757831681574,0.3010299956639812,1.6812412373755872,-0.17609125905568135,0.1653700536315128,0.5565496181506724,-0.4720314701078152,0.042278808801407664,0.3979400086720376,0.5048038930717613,1.2061129591276973,1.1372188755960035,0.3625263440470364,0.10779080034191182,0.11240125548437752,-1.0983221587857854
b'KUG 0737+323',b'OBJID10779',115.06774999999999,32.25833333333333,0.013068,b'G',True,True,True,True,True,True,True,True,True,True,87397,3,0.286017,2533600000000.0,True,False,True,False,False,False,False,False,1.4398733885556636,13395709536.522333,1.175658984982641,9.57835810415647,10.717283183145252,10.717283183145252,10.301410413150176,10.26212231263626,10.26212231263626,9.331085704678937,9.683268222790298,10.301410413150176,10.590245241020796,9.69476149026309,9.909939794524897,10.28532821411826,10.28532821411826,10.665011541308333,10.26212231263626,10.618381723399896,11.081208231462337,10.651288045315221,14.0,15.0,5.0,4.0,4.0,2.0,2.0,5.0,27.0,10.0,5.0,2.0,2.0,32.0,4.0,55.0,1.0,62.0,1.146128035678238,1.1760912590556813,0.6989700043360189,0.6020599913279624,0.6020599913279624,0.3010299956639812,0.3010299956639812,0.6989700043360189,1.4313637641589874,1.0,0.6989700043360189,0.3010299956639812,0.3010299956639812,1.505149978319906,0.6020599913279624,1.7403626894942439,0.0,1.792391689498254,-0.7323937598229685,0.03928810051391629,-0.28883482787061965,-0.6020599913279625,0.6181421903598778,0.39794000867203766,-0.9351135006095976,-0.03562025010074824,0.07028136730346968,0.158324305241706,0.1960081207323727,0.28510485906715466,0.23162837083312093
b'NGC 2424',b'OBJID14694',115.16370833333333,39.23330555555556,0.0111553315,b'G',True,False,True,True,True,False,True,True,True,True,71834,3,0.21999,1149950000000.0,True,False,True,False,True,True,False,False,2.283610965917153,182394962622.95157,61.56759336221947,10.712405221963218,10.330762986060495,10.330762986060495,10.6401335682051,10.27104067817565,10.27104067817565,10.465132822485685,10.817315340597046,10.6401335682051,10.080885512843896,9.613195357941123,9.863072831157723,11.419375331925009,11.419375331925009,10.080885512843896,10.215255349269084,10.133760428667143,12.215255349269084,10.188777888425854,17.0,17.0,12.0,7.0,9.0,5.0,5.0,12.0,18.0,6.0,6.0,4.0,5.0,18.0,6.0,28.0,1.0,32.0,1.2304489213782739,1.2304489213782739,1.0791812460476249,0.8450980400142568,0.9542425094393249,0.6989700043360189,0.6989700043360189,1.0791812460476249,1.255272505103306,0.7781512503836436,0.7781512503836436,0.6020599913279624,0.6989700043360189,1.255272505103306,0.7781512503836436,1.4471580313422192,0.0,1.505149978319906,-0.17609125905568113,0.42487821893601563,0.5592480553612038,-0.6020599913279625,-0.17718177239194688,0.38021124171160603,0.6835549119299031,1.9381471060681226,1.7893521776302075,0.3586221198250437,0.5255892632997659,0.004436504064697486,-1.4125578427683567
