CXC_g,CRE_g,CN_g,CNumerical_Error_g,CXC_r,CRE_r,CN_r,CNumerical_Error_r,CXC_W1-fixBA,CRE_W1-fixBA,CN_W1-fixBA,CNumerical_Error_W1-fixBA,CXC_W2,CRE_W2,CN_W2,CNumerical_Error_W2,CXC_W3-fixBA,CRE_W3-fixBA,CN_W3-fixBA,CNumerical_Error_W3-fixBA,Vcosmic,logmstar,logsfr,Size Ratio,cluster_member,rich_group_memb,poor_group_memb,filament_member,pure_field,CRE_g_unscaled,CRE_r_unscaled,CRE_W1-fixBA_unscaled,CRE_W2_unscaled,CRE_W3-fixBA_unscaled,CN_g_unscaled,CN_r_unscaled,CN_W1-fixBA_unscaled,CN_W2_unscaled,CN_W3-fixBA_unscaled
565.9806,1.5887794179236414,-0.3762827010713304,False,567.8824,1.595052440713562,-0.1651239571386333,False,54.193,2.1386828925966004,-0.1036932719763737,False,53.8173,2.1606634349987917,0.1418669016542735,False,53.7015,3.6854724046092224,1.0249627233666607,False,3784.35820373475,9.853882279052465,-0.3913945916579094,1.4394700579893207,False,True,False,False,False,5.297016793783509,5.178701194470285,4.750085440027858,5.050766912016759,6.837605763811127,0.8984,1.0631,1.0075,0.8694,1.6344
576.1043,1.669726666061862,-0.2199095861600371,False,575.8253,1.7554086610317392,-0.2474780505666916,False,55.1618,1.974502496458197,-0.5974928935221111,False,55.4359,2.063613180119725,0.24406719418560632,False,55.7273,1.5684137826109636,-0.39722499312839465,False,2611.553873339905,9.461725788791352,-1.5484802596228162,0.8982170927442705,False,True,False,False,False,5.432895552213484,5.4392924203856,4.549706059046252,4.924942943931809,4.086623749197518,0.9622,1.0305,0.7956,0.9003,0.5151
552.7385,-0.659833660771999,1.3788707093985284,False,552.589,-0.6172391841068845,0.6649850950227159,False,53.0136,-0.5956647698415869,0.3723957449268546,False,52.9568,-0.48161516555733913,0.09291659972988137,False,45.523,1.6437024018752404,-0.9533686217443919,False,2005.4572256270912,9.685008015697012,-1.3985636028671597,2.961690918855331,False,False,False,False,True,1.5224752207228973,1.5835566752851202,1.4128606258912042,1.625098646413541,4.184456485310239,1.6145,1.3917,1.2118,0.8546,0.0774
270.4534,-0.4574406026470746,-0.2135370140790128,False,271.2147,-0.4867844695667366,-0.0658443291716792,False,25.9753,-0.451323764340712,-0.44555454843111497,False,25.9468,-0.31034933972992396,-0.31853053266163306,False,25.7732,-0.0012192565757889898,-0.4765107194835197,False,2812.413726637366,9.359356206518266,-0.9335269851475011,1.2882015306122447,False,False,False,False,True,1.8622139775723157,1.7955556480782948,1.5890263680431842,1.847141811882852,2.046986199496446,0.9648,1.1024,0.8608,0.7302,0.4527
443.5578,-0.07465894495842143,-0.6858426448534043,False,444.9365,-0.04049234485380364,-0.9591083609557726,False,42.8715,0.06695179676441793,-0.8913491100247891,False,42.9286,0.26955181628782815,-0.19417030615101438,False,43.357,-0.020589569674524175,0.1819165785489449,False,2038.8595161896417,8.943284726106597,-2.3253134340243027,0.9100830053903899,False,False,False,False,True,2.5047546147498694,2.5208147721991603,2.221572875146224,2.5989735781994385,2.021815718906845,0.7721,0.7488,0.6695,0.7678,0.9709
625.6349,-0.25431928031133977,-0.22995864213396058,False,628.0648,-0.3311639545482822,-0.28739199768826595,False,60.0369,-0.32202218262746507,-0.3844995692687822,False,60.1035,-0.48385433225958424,0.16204236393392168,False,58.9025,-0.0974464505350942,-0.3507208651701002,False,788.3851926510907,9.155776519175168,-1.4107212419085025,1.1002431269870956,False,False,False,False,True,2.2031752050930646,2.048450987627744,1.746836749264347,1.6221956057153868,1.9219451273465782,0.9581,1.0147,0.887,0.8755,0.5517
611.6656,0.6717866068776138,-1.210599445833151,False,612.2963,0.5674044889585053,-1.4239290109791696,False,58.5864,-0.012451417742177473,-0.4119976133189932,False,58.5758,-0.1642439571278731,0.17163397714883644,False,58.5586,-0.1689893386489901,-0.40014738368315084,False,2202.600664358308,10.31555320618196,-0.16782136498220368,0.8608330220395966,False,False,True,False,False,3.757744644081921,3.508694012797793,2.1246626023913175,2.036564900162914,1.8289797288310319,0.558,0.5648,0.8752,0.8784,0.5128
561.0622,0.639286459067721,-0.9713828938685399,False,559.296,0.6611986142666341,-0.7661067432286663,False,53.684,0.861929236665869,-0.6867450195494907,False,53.8501,0.8450563876177242,-0.42503051387551377,False,54.8301,0.9013057417722645,-0.2474207120824132,False,3150.8980733377493,9.426477502609009,-0.6313185256030743,1.008750555802579,False,False,False,False,True,3.7031896118261205,3.661116700543878,3.191829318963718,3.3451052489095074,3.2197595995316175,0.6556,0.8252,0.7573,0.698,0.633
368.1763,-0.632551922246881,-1.327266534701138,False,368.6225,-0.6348835142646647,-1.405487756929328,False,35.7715,-0.4976958046825919,-1.0302375359055156,False,35.6372,-0.4502031326353139,-0.7686748631960791,False,36.9907,0.06937081387460851,-0.10130118434460265,False,1503.0212948193405,8.599073230163317,-1.9591198882767322,1.3956352712493374,False,False,False,False,True,1.5682705855297947,1.554883277913024,1.5324300815369265,1.66582380095115,2.1387134725164327,0.5104,0.5721,0.6099,0.5941,0.748
471.8669,0.7428665081427873,-0.8564314974839058,False,471.8078,0.6568176808484715,-0.8949429016590645,False,45.1401,0.30747533080050565,-0.02446161962830819,False,45.181,0.4009911844224168,-0.09792342871859419,False,45.1185,-0.14335392915048484,0.21507935832248282,False,3490.513861478906,9.606103350169672,-0.9917440195154972,0.7404360654098114,False,False,False,False,True,3.8770599877826126,3.6539973458482686,2.515127757429676,2.7693824337133233,1.8622913007142317,0.7025,0.7742,1.0415,0.7969,0.997
