VFID,RA,DEC,objname,group_flag,SNR_phot,WISE_AGN_flag,kauffman_AGN_flag,preGALFIT_sample_flag,Re_W1,Re_W1_err,Re_W3,Re_W3_err,size_ratio_px,bad_model_flag,virgowise_sample_flag,axis_ratio,t_type,logM200_model
b'VFID1596',242.410953,46.5717258,b'SDSSJ160938.64+463418.0',False,2.757388,False,False,False,4.1613,0.2363,4.9434,66.6397,1.1879460745440127,True,False,0.15,9.0,
b'VFID1597',226.359558,46.5652655,b'UGC09703',False,278.097,False,False,True,3.6635,0.0091,2.8009,0.0127,0.7645421045448342,False,True,0.28,2.3,11.5746968059761
b'VFID1598',205.4831715,46.55292,b'SDSSJ134155.93+463310.4',False,3.1807477,False,False,False,3.7722,0.4299,56.9277,1571.4855,15.09137903610625,False,False,0.62,9.0,
b'VFID1599',203.71492650000002,46.5444606,b'PGC2283026',False,2.7687416,False,False,False,1.2772,0.052,0.0109,7.6547,0.008534293767616661,True,False,0.59,-5.0,
b'VFID1600',140.7235785,46.5342473,b'PGC026555',False,80.780464,False,False,True,2.75,0.0109,2.9075,0.0405,1.0572727272727274,False,True,0.37,3.0,11.21818736295175
b'VFID1601',193.6574175,46.5311544,b'NGC4800',False,1058.2954,False,False,True,5.4117,0.0111,5.8584,0.0176,1.082543378236044,False,True,0.71,3.0,12.914456276527421
b'VFID1602',216.207948,46.5280386,b'PGC2282744',False,2.32271,False,False,False,1.7282,0.0676,0.5681,17.314,0.32872352736951743,True,False,0.78,10.0,
b'VFID1603',174.83644800000002,46.5135569,b'NGC3782',False,90.191284,False,False,False,7.0626,0.0216,7.7122,0.058,1.091977458726248,False,False,0.48,6.6,
b'VFID1604',202.31382299999999,46.5024027,b'PGC047323',False,18.422369,False,False,False,3.4635,0.0255,3.6004,0.1879,1.0395264905442472,False,False,0.61,-1.3,
b'VFID1605',202.1401905,46.4998862,b'PGC047274',False,38.61504,False,False,False,4.2952,0.098,2.3449,0.1055,0.5459349972061835,False,False,0.34,4.1,
b'VFID1606',175.014063,46.4803153,b'PGC166114',False,0.5014021,False,False,False,68.7392,558.6735,33.3264,1775.5668,0.48482379777477774,True,False,0.86,10.0,
b'VFID1607',122.78574899999998,46.4656754,b'UGC04260',False,8.699009,False,False,False,7.0853,0.1501,3.7125,1.2663,0.5239721677275485,False,False,0.6,9.9,
b'VFID1608',179.707092,46.4647932,b'SDSSJ115849.68+462753.0',False,-0.039596234,False,False,False,3.9191,0.1227,50.1278,277.0976,12.790640708325892,False,False,0.35,10.0,
b'VFID1609',182.493648,46.4573312,b'NGC4144',False,75.86406,False,False,False,25.6034,0.0914,17.1683,0.1625,0.6705476616386885,False,False,0.23,6.099999904632568,
b'VFID1610',233.237982,46.4524344,b'UGC09893',False,1.0881193,False,False,False,6.3275,0.0922,22.5082,6.6813,3.5572026866851045,False,False,0.43,10.0,
b'VFID1611',207.5209995,46.4504248,b'PGC2281417',False,5.809449,False,False,False,1.1917,0.0464,0.0116,0.001,0.00973399345472854,True,False,0.73,-5.0,
b'VFID1612',149.7739095,46.4473647,b'SDSSJ095905.73+462650.5',False,-2.4833841,False,False,False,7.0714,24.0171,14.2207,14020.1514,2.0110162061260857,True,False,0.57,10.0,
b'VFID1613',175.34154,46.3931567,b'PGC036272',False,9.958254,False,False,False,3.2127,0.0518,82.9493,717.7551,25.819186354156937,False,False,0.79,10.0,
b'VFID1614',241.2959955,46.3919248,b'PGC3087595',False,12.967104,False,False,False,1.4032,0.03,1.8717,0.422,1.3338797035347776,False,False,0.79,8.0,
b'VFID1615',151.69454100000002,46.3845518,b'PGC082584',False,7.3110948,False,False,False,2.725,0.0503,2.8453,0.5852,1.0441467889908256,False,False,0.19,6.5,
b'VFID1616',220.8614205,46.3824542,b'PGC2280240',False,14.317874,False,False,False,0.7785,0.0444,0.0106,10.0429,0.01361592806679512,True,False,0.56,9.0,
b'VFID1617',123.32165850000001,46.3722354,b'PGC023043',False,3.4341931,False,False,False,3.2036,0.0698,110.0504,3500.6572,34.35210388313148,True,False,0.45,-5.0,
b'VFID1618',183.6666105,46.3533,b'[SLY2014]J121440.0+462112',False,0.6377028,False,False,False,2.1837,0.239,238.6505,8599.1006,109.28721894033063,True,False,0.53,10.0,
b'VFID1619',208.6955685,46.3346038,b'SDSSJ135446.92+462005.1',False,1.4334245,False,False,False,2.8027,0.18,0.0,0.0,0.0,False,False,0.19,9.0,
b'VFID1620',249.129399,46.3244619,b'SDSSJ163631.04+461928.0',False,0.3108291,False,False,False,3.3799,0.2684,194.5821,2753.8274,57.570371904494216,False,False,0.67,10.0,
b'VFID1621',214.822356,46.3200547,b'PGC051162',False,0.4606237,False,False,False,5.1443,0.147,23.2448,25.5389,4.518554516649496,True,False,0.39,7.8,
b'VFID1622',210.4902975,46.3118823,b'NGC5439',False,195.9567,False,False,True,4.6887,0.0128,3.7697,0.322,0.8039968434747371,False,True,0.32,0.5,12.947458801345876
b'VFID1623',243.38569800000002,46.3036517,b'SDSSJ161332.57+461813.1',False,-0.18429668,False,False,False,26.8104,135.9788,13.7086,26901.1719,0.511316504043207,True,False,0.76,,
b'VFID1624',208.5196905,46.3005259,b'SDSSJ135404.74+461802.0',False,0.89681435,False,False,False,3.0863,0.0535,3.3482,2.8677,1.08485889252503,False,False,0.24,9.0,
b'VFID1625',152.5624275,46.2955782,b'PGC2278740',False,-0.9748853,False,False,False,2.0023,0.12,64.3538,0.0,32.139939070069424,False,False,0.65,-5.0,
b'VFID1626',185.158929,46.2917083,b'NGC4288',False,72.31148,False,False,False,9.5117,0.0582,8.6418,0.169,0.9085442139680604,False,False,0.59,7.1,
b'VFID1627',210.013563,46.286829,b'PGC2278603',False,1.6465607,False,False,False,3.0343,0.1243,0.3378,415810.0,0.1113271594766503,True,False,0.4,10.0,
b'VFID1628',202.207362,46.2623862,b'PGC047295',False,54.68634,False,False,False,2.9625,0.0205,0.0182,0.0847,0.006143459915611815,True,False,0.46,1.0,12.328332895515064
b'VFID1629',229.66828650000002,46.2591453,b'PGC2278109',False,2.347203,False,False,False,1.7132,0.1848,21.6086,148.6855,12.613004903105299,True,False,0.63,9.5,
b'VFID1630',215.3051175,46.2550378,b'PGC2278047',False,0.9630482,False,False,False,1.7782,0.3403,0.01,124.6,0.005623664379709819,True,False,0.35,9.0,
b'VFID1631',158.8003605,46.2367478,b'PGC2277751',False,-0.023480324,False,False,False,2.8913,0.13,0.01,3133.0,0.0034586518175215297,True,False,0.46,10.0,
b'VFID1632',202.99084200000001,46.2186914,b'SDSSJ133157.79+461307.3',False,0.39054117,False,False,False,1.177,0.1092,68.8476,15497804.0,58.49413763806287,True,False,0.57,10.0,
b'VFID1633',204.0651975,46.2000556,b'UGC08597',False,18.002436,False,False,True,8.9123,0.1835,12.6558,3.2132,1.420037476296803,False,True,0.49,6.7,11.789258921338917
b'VFID1634',202.907064,46.1508994,b'PGC047559',False,12.658906,False,True,False,3.1851,0.0165,2.9751,0.7323,0.9340680041442969,False,False,0.77,0.0,12.28717215469349
b'VFID1635',216.868203,46.1465238,b'NGC5633',False,762.01965,False,False,False,4.4946,0.007,4.7533,0.0052,1.0575579584390158,False,False,0.66,3.2,11.250079634096988
b'VFID1636',168.8408775,46.1329666,b'PGC2275958',False,1.4003389,False,False,False,0.1636,0.23,5.6668,766.413,34.63814180929096,True,False,0.82,10.0,
b'VFID1637',168.6028155,46.1325366,b'PGC2275942',False,1.9118277,False,False,False,3.2523,0.0728,100.763,428991.875,30.982074224395046,True,False,0.43,10.0,
b'VFID1638',230.3018475,46.1313154,b'SDSSJ152112.45+460752.7',False,1.0705084,False,False,False,1.2744,0.4265,12695.1484,981630.8125,9961.666980539861,True,False,0.61,9.5,
b'VFID1639',168.9194505,46.1279447,b'PGC034341',False,17.328936,False,False,True,2.9716,0.0329,0.0,0.0,0.0,False,False,0.32,10.0,
b'VFID1640',175.1482455,46.1242806,b'SDSSJ114035.59+460727.4',False,1.1991827,False,False,False,1.6588,0.058,0.01,571.056,0.006028454304316373,True,False,0.43,10.0,
b'VFID1641',172.35107250000001,46.1138711,b'PGC166112',False,0.5245635,False,False,False,2.5135,0.5907,0.0124,42.2663,0.004933359856773423,True,False,0.68,10.0,
b'VFID1642',168.960465,46.1107149,b'PGC2275567',False,0.73633885,False,False,False,0.7396,0.2486,50.7848,2965.1423,68.66522444564629,True,False,0.57,-5.0,
b'VFID1643',206.60276549999998,46.1071577,b'NGC5301',False,277.85358,False,False,True,15.4535,0.0186,14.0886,0.0253,0.91167696638302,False,True,0.21,4.6,12.524010782974539
b'VFID1644',167.493036,46.0947187,b'UGC06205',False,10.161936,False,False,False,8.8356,0.1145,6.2182,13.7609,0.7037665806510028,True,False,0.57,8.8,
b'VFID1645',184.175499,46.0788491,b'UGC07301',False,3.8275099,False,False,False,10.3604,0.149,11.1408,17.1823,1.0753252770163315,False,False,0.17,6.5,
b'VFID1646',236.1902475,46.0781956,b'UGC10010',False,47.54145,False,False,True,5.4444,0.0474,4.9913,0.1799,0.9167768716479318,False,True,0.48,9.8,
b'VFID1647',154.67924549999998,46.0456078,b'PGC030114',False,14.764747,False,False,False,8.2207,0.1264,32.9159,165.6056,4.0040264211076915,True,False,0.32,10.0,
b'VFID1648',126.82514699999999,46.0326426,b'SDSSJ082718.00+460157.3',False,19.407486,False,False,False,2.027,0.0369,0.0103,5.1136,0.0050814010853478045,True,False,0.47,-5.0,
b'VFID1649',163.36523849999998,46.0196734,b'UGC06005',False,0.804291,False,False,False,5.1196,0.2179,0.031,398.0613,0.0060551605594187045,True,False,0.48,8.1,
b'VFID1650',204.870438,46.0154522,b'UGC08642',False,1.7280865,False,False,False,7.2496,0.1346,362.4115,13578.7559,49.99055120282498,True,False,0.16,6.7,
b'VFID1651',236.6279715,45.9982991,b'PGC056006',False,153.62056,False,False,True,1.1083,0.0167,1.6121,0.0596,1.4545700622575115,False,True,0.65,10.0,
b'VFID1652',123.31128749999999,45.9901225,b'NGC2537',False,209.51553,False,False,False,7.5622,0.0142,73.2938,24.7476,9.692126629816721,True,False,0.94,8.800000190734863,
b'VFID1653',209.241906,45.9732425,b'UGC08876',False,26.583559,False,False,False,2.195,0.0125,1.942,0.1595,0.8847380410022779,False,False,0.45,-0.1,12.763899553187308
b'VFID1654',126.518238,45.9676154,b'UGC04393',False,78.92592,False,False,True,7.282,0.0765,4.8582,0.3557,0.6671518813512771,False,True,0.41,5.2,
b'VFID1655',175.02781050000002,45.9429184,b'UGC06628',False,21.262327,False,False,False,21.312,0.5545,17.2229,7686.1753,0.808131569069069,True,False,0.89,8.8,
b'VFID1656',203.928039,45.9295312,b'UGC08588',False,13.266738,False,True,False,8.0155,0.0866,7.6116,0.3897,0.9496101303724036,False,False,0.82,8.7,
b'VFID1657',184.66720800000002,45.9097222,b'PGC2272312',False,1.5170213,False,False,False,1.7236,0.0772,107.2715,1761.1371,62.236887909027615,False,False,0.71,-2.0,
b'VFID1658',185.0676555,45.9084388,b'UGC07391',False,-1.2213672,False,False,False,5.7238,0.1513,0.0142,16.2493,0.002480869352528041,True,False,0.23,6.7,
b'VFID1659',178.3874505,45.9060674,b'PGC2272248',False,0.80349505,False,False,False,4.5837,0.0901,8.5737,220.0811,1.870475816480136,True,False,0.63,10.0,
b'VFID1660',140.295021,45.8877615,b'PGC026465',False,89.01916,True,False,False,7.3986,4953.6138,24.1094,3.0386,3.258643527153786,True,False,0.01,3.1,12.17368179811882
b'VFID1661',210.542949,45.8625919,b'PGC2800847',False,101.23932,False,False,False,74.012,345.067,1.7378,0.0579,0.02347997622007242,True,False,0.72,10.0,
b'VFID1662',203.31135749999999,45.8373404,b'UGC08538',False,-0.18032667,False,False,False,4.7296,0.1483,14.8429,21368.3203,3.138299221921516,True,False,0.16,6.8,
b'VFID1663',185.313471,45.8119871,b'UGC07408',False,1.2570623,False,False,False,15.2841,0.2208,9.8339,68.4219,0.6434072009473898,True,False,0.58,9.800000190734863,
b'VFID1664',177.69563250000002,45.8072311,b'UGC06818',False,16.759129,False,False,False,9.6848,0.1165,13.8457,0.5817,1.4296320006608296,False,False,0.38,8.0,
b'VFID1665',169.6622865,45.7893271,b'SDSSJ111838.95+454721.8',False,-0.10321433,False,False,False,3.1828,0.4285,4168.0801,0.0,1309.5639374135983,True,False,0.33,10.0,
b'VFID1666',203.74254000000002,45.7799771,b'PGC047874',False,17.56707,False,False,True,3.997,0.0501,3.5825,0.1876,0.8962972229171879,False,True,0.61,9.0,
b'VFID1667',130.724382,45.775546,b'PGC3087634',False,0.80290335,False,False,False,4.3886,11.5194,89.1499,711.991,20.31397256528278,True,False,0.63,-5.0,
b'VFID1668',169.588899,45.7482127,b'NGC3614',False,117.20667,False,True,True,13.3634,0.0557,0.0,0.0,0.0,False,False,0.68,5.2,11.873035260309784
b'VFID1669',245.896167,45.7454386,b'UGC10370',False,26.23542,False,True,False,3.0835,0.0372,5.5315,0.4762,1.793903032268526,False,False,0.39,0.9,
b'VFID1670',123.49536599999999,45.7418232,b'IC2233',False,16.601368,False,False,False,21.2189,0.1192,17.0729,1.2081,0.8046081559364529,False,False,0.1,6.5,
b'VFID1671',179.7186585,45.7374813,b'SDSSJ115852.46+454414.6',False,1.95007,True,False,False,14.1087,17.5857,3.7068,1.806,0.26273150609198576,False,False,0.56,,
b'VFID1672',130.8410145,45.7359855,b'UGC04543',False,14.321919,False,False,True,28.4846,3.2464,33.0208,27.3904,1.1592509636786195,False,True,0.71,7.9,
b'VFID1673',202.20363749999999,45.729885,b'PGC047301',False,9.034572,False,False,False,3.2272,0.0358,0.0102,0.0001,0.003160634605850273,True,False,0.36,6.1,
b'VFID1674',125.283234,45.6992139,b'PGC2269104',False,1.0490193,False,False,False,1.2106,0.051,13.9201,2024.8444,11.498513133983149,True,False,0.89,-5.0,
b'VFID1675',169.61109,45.6899097,b'PGC2268959',False,-0.60575527,False,False,False,2.6692,9.2792,1782.1705,11407892.0,667.6796418402517,True,False,0.83,-5.0,
b'VFID1676',186.3944085,45.6851917,b'NGC4389',False,402.66516,False,False,True,12.2836,0.0342,9.0331,0.0506,0.7353788791559477,False,True,0.36,4.0,12.877655347916457
b'VFID1677',210.574587,45.6814435,b'PGC2268822',False,-0.38469976,False,False,False,6.1104,0.6779,223.5676,24652.1562,36.58804660905996,False,False,0.72,10.0,
b'VFID1678',255.87654396279117,45.67985258019556,b' ',False,1111.4935,False,False,True,17.9204,40.9438,0.0095,0.04616,0.00053012209548894,True,False,0.76,0.0,
b'VFID1679',180.37936519454786,45.62516392896887,b' ',False,5.9836354,False,False,False,20.2212,7.5463,7.6283,111.5049,0.3772426957846221,True,False,0.77,0.0,
b'VFID1680',184.37568000000002,45.6191956,b'NGC4242',False,66.94858,False,False,False,30.8224,0.1007,29.4375,0.2238,0.9550683918189369,False,False,0.68,7.9,
b'VFID1681',135.015015,45.5738535,b'SDSSJ090003.59+453425.8',False,1.8921158,False,False,False,3.3125,0.2139,3.8676,154.7291,1.167577358490566,True,False,0.26,8.0,
b'VFID1682',140.479854,45.5678282,b'PGC2267057',False,1.8985411,False,False,False,3.028,0.1817,20.7167,1264.6636,6.8417107001321,True,False,0.79,9.0,
b'VFID1683',154.978848,45.5497242,b'NGC3198',False,403.1608,False,False,True,27.6922,0.0371,508.6208,102.2533,18.366933649186414,True,False,0.36,5.2,12.82981398113396
b'VFID1684',217.55073750000003,45.5423051,b'PGC051821',False,61.734947,False,False,False,1.7195,0.0257,1.3477,0.0599,0.7837743530095957,False,False,0.6,10.0,
b'VFID1685',201.4428555,45.5400184,b'PGC2266581',False,1.6864243,False,False,False,1.7706,0.0793,102.9561,4835.7617,58.14757709251102,True,False,0.47,-5.0,
b'VFID1686',239.2741995,45.5214816,b'SDSSJ155705.81+453117.3',False,-1.4423655,False,False,False,1.6353,0.1768,0.0,0.0,0.0,False,False,0.32,10.0,
b'VFID1687',150.01955999999998,45.5198838,b'PGC028916',False,12.314967,False,False,False,4.1387,0.0424,5.5938,2671.24,1.351583830671467,True,False,0.39,8.2,
b'VFID1688',177.5783205,45.4865876,b'SDSSJ115018.79+452911.8',False,14.65387,False,False,False,0.8997,0.038,0.009673,13.27,0.0107513615649661,True,False,0.64,6.3,
b'VFID1689',177.55180049999998,45.4786888,b'PGC036991',False,30.694687,False,False,True,2.1621,0.022,1.809,0.1085,0.8366865547384487,False,True,0.75,6.0,
b'VFID1690',201.852399,45.4386497,b'PGC047160',False,2.4715457,False,False,False,6.4897,0.1636,3.8809,0.9959,0.5980091529654683,False,False,0.25,7.8,
b'VFID1691',217.1444565,45.4320417,b'PGC2264856',False,0.9742432,False,False,False,3.0199,0.0797,76.8986,1141.984,25.46395576012451,False,False,0.17,7.0,
b'VFID1692',232.9705035,45.4307196,b'PGC055327',False,37.888954,False,False,False,3.4346,0.1476,2.2278,0.1123,0.6486344843649915,False,False,0.54,9.5,
b'VFID1693',238.8313515,45.4253724,b'UGC10095',False,5.8831425,False,False,False,6.5675,0.0802,13.7742,74.3532,2.097327750285497,True,False,0.52,9.9,
b'VFID1694',170.070849,45.3895941,b'SDSSJ112017.00+452322.5',False,-0.6141645,False,False,False,4.2696,0.1637,4.4483,117.0297,1.041854037848979,True,False,0.49,10.0,
b'VFID1695',202.41135300000002,45.3878694,b'UGC08489',False,18.915562,False,False,False,8.7176,0.184,3.785,0.637,0.43417913187115725,False,False,0.32,7.9,
b'VFID1696',215.6345685,45.3833995,b'UGC09211',False,3.6573002,False,False,False,8.5888,0.2884,0.9854,0.7562,0.11473081222056632,False,False,0.61,9.9,
b'VFID1697',154.70327250000003,45.360324,b'SDSSJ101848.78+452137.2',False,-0.10807016,False,False,False,2.5305,0.1466,1.1729,68.0377,0.463505236119344,True,False,0.75,10.0,
b'VFID1698',133.39940099999998,45.3355237,b'UGC04648',False,6.9607897,False,False,False,5.5337,0.2804,10.9681,16.1505,1.9820554059670745,False,False,0.93,9.6,
b'VFID1699',136.4039535,45.322368,b'UGC04762',False,-0.24907994,False,False,False,5.4162,0.3693,1.0532,19.626,0.19445367600901,True,False,0.38,9.9,
b'VFID1700',154.11754499999998,45.3215605,b'PGC030005',False,78.86496,False,False,False,1.2907,0.0141,0.7508,0.0723,0.581699852793058,False,False,0.72,9.5,
b'VFID1701',169.6176585,45.3127788,b'PGC2262856',False,1.3162948,False,False,False,2.2021,0.0454,1.1166,1.2365,0.5070614413514373,False,False,0.58,9.5,
b'VFID1702',136.14084,45.2920916,b'UGC04753',False,9.938266,False,False,False,9.0204,0.088,13.344,2.4514,1.4793135559398696,False,False,0.14,6.7,
b'VFID1703',242.4117825,45.2785365,b'SDSSJ160938.84+451642.6',False,-2.1172383,False,True,False,28.6964,22.7915,0.0,0.0,0.0,False,False,0.47,10.0,
b'VFID1704',168.1129635,45.265914,b'PGC034095',False,14.125917,False,False,True,3.2,0.0347,2.5971,0.1806,0.81159375,False,True,0.56,9.0,
b'VFID1705',162.0666465,45.2057305,b'PGC032290',False,8.503491,False,False,False,3.8059,0.0309,4.342,24.4479,1.1408602433064452,True,False,0.24,6.0,
b'VFID1706',180.6821775,45.1910698,b'UGC07022',False,12.223469,False,False,False,4.3471,0.0391,3.2823,0.3355,0.7550550942007316,False,False,0.21,4.1,
b'VFID1707',219.42998550000002,45.1857079,b'PGC052276',False,2.946253,False,False,False,3.9293,0.0519,9.6591,6.7468,2.4582241111648386,False,False,0.31,10.0,
b'VFID1708',236.298789,45.1782012,b'SDSSJ154511.81+451041.0',False,4.6668806,False,False,False,1.5649,0.1346,0.01,0.0,0.006390184676337146,True,False,0.69,10.0,
b'VFID1709',167.1349065,45.173333,b'SDSSJ110832.35+451024.2',False,1.9391073,False,False,False,1.2582,0.113,0.01,0.001332,0.007947862025115245,True,False,0.75,9.0,
b'VFID1710',178.9658175,45.1626573,b'PGC2260100',False,0.42716938,False,False,False,2.6754,0.0377,8.5401,2125.2751,3.192083426777305,True,False,0.48,10.0,
b'VFID1711',165.456561,45.1480136,b'SDSSJ110149.56+450852.8',False,1.3687793,False,False,False,5.3567,0.4149,0.184,0.0,0.034349506225848,True,False,0.8,10.0,
b'VFID1712',276.5027625,45.1355591,b'UGC11235',False,4.755815,False,False,False,6.4193,0.1294,2.1003,1.1053,0.3271852071098095,False,False,0.21,6.1,
b'VFID1713',110.6853255,45.1084587,b'UGC03817',False,-6.9931684,False,False,False,6.3803,0.1132,10.7092,0.0,1.6784790683823643,True,False,0.91,9.800000190734863,
b'VFID1714',150.952683,45.0826677,b'PGC2790903',False,0.8849426,False,False,False,0.6527,0.3538,3.3407,1.0752,5.11827792247587,False,False,0.87,9.0,
b'VFID1715',245.70804300000003,45.071416,b'PGC3130829',False,9.917594,False,False,False,1.4279,0.2266,0.0193,0.0024,0.01351635268576231,True,False,0.42,9.0,
b'VFID1716',235.9625175,45.0668356,b'SDSSJ154351.01+450400.6',False,2.437812,False,False,False,1.978,0.1037,54.1943,1158.5562,27.398533872598584,False,False,0.26,9.0,
b'VFID1717',216.7773315,45.0437116,b'PGC140323',False,7.8379908,False,False,False,1.3234,0.0533,1.9982,16.344,1.5098987456551307,False,False,0.58,-5.0,
b'VFID1718',173.045847,45.018461,b'PGC2257202',False,0.08373932,False,False,False,1.8046,0.188,1.4767,5.7754,0.8182976836972182,False,False,0.56,9.0,
b'VFID1719',234.35923499999998,45.018135,b'PGC055630',False,49.246334,False,False,False,2.8736,0.0213,3.1666,0.0742,1.1019626948775054,False,False,0.42,5.0,
b'VFID1720',145.01362949999998,44.9921215,b'PGC2256640',False,1.8994409,False,False,False,1.0164,0.0769,2.7803,48.7274,2.735438803620622,True,False,0.81,-5.0,
b'VFID1721',192.0,44.9833333,b'WSRT-CVN55',False,-2.4060729,False,False,False,7.8615,0.1999,3.4221,26.2008,0.4352986071360427,False,False,0.46,,
b'VFID1722',168.54786,44.9681336,b'SDSSJ111411.48+445805.2',False,-0.62538165,False,False,False,6.5544,0.3796,2.4361,302.5198,0.3716739899914561,True,False,0.59,10.0,
b'VFID1723',138.060501,44.9548679,b'NGC2776',False,556.697,False,False,True,8.9826,0.0292,8.8852,0.0268,0.9891568142853961,False,True,0.96,5.1,11.750789080760748
b'VFID1724',218.863008,44.9501769,b'SDSSJ143527.13+445700.7',False,0.108665206,False,False,False,194.5821,4660.6558,14.8631,0.0761,0.07638472398026334,True,False,0.26,6.0,
b'VFID1725',229.8125565,44.9162455,b'UGC09815',False,13.425071,False,False,False,7.4735,0.0991,5.5518,0.3096,0.7428647889208537,False,False,0.24,7.8,
b'VFID1726',134.8769295,44.9139338,b'NGC2712',False,302.14575,False,False,True,8.8493,0.0414,24.3092,4.578,2.747019538268564,True,False,0.57,3.1,11.7576270196618
b'VFID1727',202.784976,44.9020835,b'SDSSJ133108.40+445407.3',False,0.5841703,False,False,False,1.9465,0.1134,0.0196,5326.4292,0.010069355253018239,True,False,0.66,-2.0,
b'VFID1728',204.20553,44.8814818,b'UGC08611',False,12.087042,False,False,True,9.0088,0.3785,5.41,0.47,0.6005239321552259,False,True,0.78,6.7,11.806644466547036
b'VFID1729',187.1898555,44.8642038,b'NGC4460',False,186.37169,False,False,False,11.6467,0.0252,4.5699,0.3446,0.3923772399048657,True,False,0.26,-1.0,
b'VFID1730',216.631281,44.8623198,b'UGC09251',False,17.60451,False,False,False,6.1665,0.0299,6.6207,6.895,1.0736560447579664,True,False,0.23,6.1,
b'VFID1731',166.4370047012638,44.83210189496299,b' ',False,4.413219,False,False,False,2.5179,0.071,0.01,87.33,0.003971563604591127,True,False,0.4,0.0,
b'VFID1732',189.9112035,44.8211232,b'UGC07827',False,2.6504912,False,False,False,6.7416,0.1228,5.9747,58.229,0.88624362169218,True,False,0.49,9.9,
b'VFID1733',216.72969750000001,44.8165312,b'PGC2252667',False,1.896748,False,False,False,1.8315,0.1078,0.0104,9.0316,0.005678405678405678,True,False,0.73,-5.0,
b'VFID1734',184.3689435,44.8112542,b'UGC07320',False,1.5033512,False,False,False,6.0294,0.1078,3.2058,102.4773,0.5316946959896507,True,False,0.44,8.2,
b'VFID1735',184.812792,44.8005421,b'SDSSJ121915.07+444801.8',False,1.0687968,False,False,False,1.691,0.0463,24.8745,122.6134,14.709934949733885,True,False,0.69,10.0,
b'VFID1736',204.38636400000001,44.7934974,b'SDSSJ133732.72+444736.3',False,2.4270158,False,False,False,2.368,0.0809,2.514,121.1738,1.0616554054054053,True,False,0.44,10.0,
b'VFID1737',203.817492,44.7613841,b'UGC08577',False,4.0061097,False,False,False,6.0039,0.2161,49.4732,560.7205,8.240177218141541,True,False,0.23,7.9,
b'VFID1738',187.77521099999998,44.7469551,b'PGC2251075',False,3.0578117,False,False,False,2.5273,0.5949,0.0134,5.1692,0.00530210105646342,True,False,0.75,-5.0,
b'VFID1739',141.516198,44.7339165,b'SDSSJ092603.87+444401.9',False,-0.73637223,False,False,False,122.3879,779.4316,2.2888,475.0174,0.018701195134486336,True,False,0.38,8.0,
b'VFID1740',179.99389200000002,44.7185947,b'PGC166118',False,-0.030240698,False,False,False,4.6164,0.2497,0.9735,50.0038,0.21087860670652459,True,False,0.74,10.0,
b'VFID1741',239.80204350000002,44.7164614,b'SDSSJ155912.48+444259.2',False,3.8357728,False,False,False,2.9621,0.0744,1.8197,10.4254,0.6143276729347423,True,False,0.73,10.0,
b'VFID1742',217.310274,44.6990235,b'PGC051753',False,10.860937,False,True,False,2.5486,0.0104,1.6006,0.3922,0.6280310758847996,False,False,0.46,-1.0,12.265228547619799
b'VFID1743',225.2888235,44.6981791,b'UGC09660',False,34.040176,False,False,False,4.1315,0.031,3.846,0.1076,0.9308967687280649,False,False,0.43,7.5,
b'VFID1744',150.960312,44.6860227,b'PGC2249769',False,0.14413893,False,False,False,1.4426,0.058,13.0101,396.8254,9.01850824899487,True,False,0.84,9.5,
b'VFID1745',224.909421,44.6729983,b'PGC2249481',False,1.6285396,False,False,False,2.3227,0.0637,62.8394,1000.0592,27.05446247901149,False,False,0.84,10.0,
b'VFID1746',204.140334,44.5991646,b'UGC08603',False,31.28679,False,True,False,1.9816,0.0128,1.9073,0.0655,0.9625050464271295,False,False,0.34,0.3,11.800354390943548
b'VFID1747',204.307785,44.5909585,b'SDSSJ133713.96+443527.4',False,1.2669,False,False,False,2.5836,0.267,5.0719,2.3508,1.9631134850596068,False,False,0.21,7.0,
b'VFID1748',210.306834,44.5883473,b'SDSSJ140113.63+443518.1',False,0.72342044,False,True,False,2.4478,0.0557,46.4315,6179159552.0,18.968665740665088,True,False,0.7,-2.0,
b'VFID1749',204.37402500000002,44.5848411,b'SDSSJ133729.74+443505.6',False,-1.6908622,False,False,False,1.7713,0.0926,175.4725,179080959885312.0,99.06424659854343,True,False,0.56,10.0,
b'VFID1750',162.825216,44.5718351,b'UGC05953',False,33.69497,False,False,False,1.225,0.005,0.01,0.8047,0.008163265306122448,True,False,0.41,-1.5,10.82013026829576
b'VFID1751',178.741548,44.5596675,b'PGC2246960',False,-0.35468426,False,True,False,2.0123,0.0931,3.3513,1.0602,1.6654077423843363,False,False,0.61,10.0,
b'VFID1752',220.2970245,44.5593077,b'PGC2246952',False,3.6755052,False,False,False,2.1783,0.1176,33.3902,0.0098,15.32855896800257,True,False,0.66,-2.9,
b'VFID1753',140.76284399999997,44.5549042,b'UGC04982',False,152.53958,False,False,True,5.3934,0.0151,5.1598,0.029,0.9566878036118218,False,True,0.31,7.5,11.846274193254153
b'VFID1754',180.790416,44.5312149,b'NGC4051',False,795.4536,False,False,True,1473.1829,257.7007,1.3038,0.03,0.0008850224910973377,True,False,0.59,4.0,13.308941003203854
b'VFID1755',220.383351,44.5127532,b'UGC09476',False,296.43442,False,False,False,7.5011,0.0265,7.2657,0.0343,0.968617936036048,False,False,0.67,5.2,11.23809560512933
