Week of:,Week Number,World,Data,,,,,,,,Min,Max,Average,Data Points,Observed Variance,Prev 1W Average,Prev 2W Average,Prev 3W Average,Prev 4W Average,Prev 5W Average,Prev 6W Average,Prev 7W Average,Prev 8W Average,Prev 9W Average,Prev 10W Average
,54,372 (750),,,,,,,,,,,,0,,26,,4,19,20,14,37,19,7,36.33333333
,54,379,20,,,,,,,,20,20,20,1,0,25,29.75,23,12.4,8,26,26.5,7,17.5,10
,54,380,24,,,,,,,,24,24,24,1,0,16,25,22.5,28.33333333,25.33333333,36,15,11.5,15,13
,54,381 (500),16,,,,,,,,16,16,16,1,0,31.66666667,21,25,10,42,37,41,13,36,29.66666667
,54,382,32,25,,,,,,,25,32,28.5,2,7,10,8,25.5,26.25,15,15,20,25.5,25,8
,54,383,34,,,,,,,,34,34,34,1,0,31.5,13,26.5,10,28,29,16,31.5,23.33333333,6
,54,384,17,29,18,,,,,,17,29,21.33333333,3,12,27,24,24,26,9,24.5,14,28,33.5,30.5
,54,393 (750),11,,,,,,,,11,11,11,1,0,31,6,37,23,39.5,16,35.5,25,13,21
,54,397,33,23,,,,,,,23,33,28,2,10,15.33333333,20,25.33333333,26.5,32,20,10.5,40,3,31
,54,398,32,29,,,,,,,29,32,30.5,2,3,5,35,16,18,13,10.25,25.5,27,38.66666667,24.66666667
,54,399,25,,,,,,,,25,25,25,1,0,22,24,35,10.5,8.5,33,43.5,9.75,16,22
,54,413 (500),,,,,,,,,,,,0,,25.66666667,,36,41.5,11,17.66666667,17,18.66666667,36,30
,54,414 (750),25,,,,,,,,25,25,25,1,0,8,10.5,15,21,21,21,33,36,23,31.33333333
,54,417,19,30,18,,,,,,18,30,22.33333333,3,12,29,20.33333333,23.66666667,11,22.33333333,26,33,34,27.5,11
,54,418,23,,,,,,,,23,23,23,1,0,11,17.5,8,22,7,13,34,27.33333333,8,15
,54,419 (500),18,,,,,,,,18,18,18,1,0,34,,4,25,38,,35,18,28,27
,54,427 (500),13,,,,,,,,13,13,13,1,0,25,16.5,31,14,15,29,35,32,25,23
,54,430,28,15,,,,,,,15,28,21.5,2,13,7,13,26,33,20,33,35.66666667,29.33333333,34.25,27.5
,54,431,9,,,,,,,,9,9,9,1,0,10,17.5,27.5,31,8.5,31.5,33.25,29,33,7.5
,54,432 (750),18,,,,,,,,18,18,18,1,0,31.5,9,15,20,19,20,10,12,5,33
,54,433,26,,,,,,,,26,26,26,1,0,13,28.5,14,26.66666667,22,12.66666667,28,17.33333333,38.5,7.833333333
,54,434,30,,,,,,,,30,30,30,1,0,19,5.25,16,24,27.5,13,35.5,14,14.33333333,18
,54,435,18,8,,,,,,,8,18,13,2,10,23,9,35.5,19.25,28,24.5,22.66666667,10,22,14
,54,436,25,26,,,,,,,25,26,25.5,2,1,26.5,33.5,21,36,17.5,16,13,16.33333333,23,31.5
,54,437,28,,,,,,,,28,28,28,1,0,8,40,21.33333333,21.25,10.66666667,11,37,6.333333333,8.5,28
,54,451,23,,,,,,,,23,23,23,1,0,32.66666667,24,38.5,23.5,15.33333333,25.5,8,36,29.33333333,28
,54,452,19,,,,,,,,19,19,19,1,0,43.5,21.5,16,14,31,8,32.5,21,34,12.33333333
,54,453,32,26,,,,,,,26,32,29,2,6,17.33333333,11,12.8,15.75,5,39,15,35,24.5,6
,54,454,25,35,,,,,,,25,35,30,2,10,15.5,19,5.333333333,21.5,8.8,15.5,14,20.5,6,6
,54,455,11,,,,,,,,11,11,11,1,0,0,16.66666667,12,13,19,26.5,10.66666667,35,20.5,30.5
,54,456,28,30,,,,,,,28,30,29,2,2,35.5,29,24.66666667,30,19.66666667,13,18.66666667,28,23,29
,54,468 (500),29,,,,,,,,29,29,29,1,0,13,30.5,25,12.75,34.33333333,35,28,13.5,26,28
,54,469,14,25,14,,,,,,14,25,17.66666667,3,11,25,28.5,40.33333333,19.2,17,8,23,29,35.66666667,32
,54,475,22,,,,,,,,22,22,22,1,0,24.5,23,25,5,11,28,13,9,23.5,23
,54,476,25,28,,,,,,,25,28,26.5,2,3,16,26.5,10,30,11.5,25.5,15.66666667,31,16.5,20.5
,54,483,,,,,,,,,,,,0,,20,3,13.5,22.5,29.5,27,19,29,21,34.5
,54,497,18,,,,,,,,18,18,18,1,0,10,32,32.33333333,25,14,,34,40.66666667,18,11
,54,498,10,,,,,,,,10,10,10,1,0,19.5,22,28,24,3,25.5,33.66666667,22,16,25.66666667
,54,499,11,12,5,,,,,,5,12,9.333333333,3,7,31,29.66666667,20.33333333,5,24,42,18,13.5,27.5,42
,54,500,31,42,,,,,,,31,42,36.5,2,11,13.5,28,19,13,36.33333333,27.33333333,8,4.5,2,6.5
,54,501,43,30,,,,,,,30,43,36.5,2,13,32.66666667,2.5,16,36,16,38.75,15.66666667,4,26,40.5
,54,530 (750),15,,,,,,,,15,15,15,1,0,,14,30.5,30,2,33,33,22,25,11
,54,537,28,,,,,,,,28,28,28,1,0,17.33333333,28,2,6.5,17,8,28,6.333333333,15.5,18
,54,544,31,23,,,,,,,23,31,27,2,8,20,20.33333333,22,29,17,45,21.75,14,35.66666667,19
,54,545,29,32,31,38,,,,,29,38,32.5,4,9,34,23.5,30,32,24,31.5,20.66666667,10,11.66666667,11.5
,54,546,16,13,14,14,,,,,13,16,14.25,4,3,19,21.5,27,17.5,3,16,39,28.5,9.5,6.5
,54,547,40,,,,,,,,40,40,40,1,0,36.4,,5,14.66666667,18,12,27,24,8,19.5
,54,552,23,,,,,,,,23,23,23,1,0,37,33,15.66666667,27.66666667,24.5,23,28.33333333,16,31,11.33333333
,54,553,24,23,,,,,,,23,24,23.5,2,1,30,2.5,18.2,36,30,33,20,38.5,20,34.5
,54,554,27,28,,,,,,,27,28,27.5,2,1,13.33333333,13,15.5,26.66666667,18.25,24.66666667,22,9.333333333,7.333333333,26
,54,555,17,,,,,,,,17,17,17,1,0,11,21.5,26.5,7,11.5,24,31.25,26.6,29,24
,54,561 (pvp),,,,,,,,,,,,0,,28,,27,,,,,,,
,54,571,23,,,,,,,,23,23,23,1,0,17,22,17,15.66666667,17.5,30.5,30,24,31,42
,54,575,,,,,,,,,,,,0,,11,11,21.5,5,28,14,31.66666667,26,11.66666667,6
,54,577 (pvp),,,,,,,,,,,,0,,,,,41,,7,,,,15
16/Jul/25,55,301,20,,,,,,,,20,20,20,1,0,,29,,5,25,11.5,16,,21.5,22
,55,308,29,,,,,,,,29,29,29,1,0,,36.6,33.33333333,8,6,15.66666667,32,22,19,36.25
,55,316,30,,,,,,,,30,30,30,1,0,25.5,20,11,18,29.5,12,33,36.5,37,9
,55,326,31,,,,,,,,31,31,31,1,0,,39,9.666666667,36,11.5,32,37,32.5,13,17.5
,55,335,23,,,,,,,,23,23,23,1,0,18,24.5,21,15,24,16.66666667,15,28,20,35
,55,372 (750),30,,,,,,,,30,30,30,1,0,,26,,4,19,20,14,37,19,7
,55,379,35,,,,,,,,35,35,35,1,0,20,25,29.75,23,12.4,8,26,26.5,7,17.5
,55,380,44,,,,,,,,44,44,44,1,0,24,16,25,22.5,28.33333333,25.33333333,36,15,11.5,15
,55,381 (500),27,31,,,,,,,27,31,29,2,4,16,31.66666667,21,25,10,42,37,41,13,36
,55,382,16,4,,,,,,,4,16,10,2,12,28.5,10,8,25.5,26.25,15,15,20,25.5,25
,55,383,10,11,,,,,,,10,11,10.5,2,1,34,31.5,13,26.5,10,28,29,16,31.5,23.33333333
,55,384,25,20,30,,,,,,20,30,25,3,10,21.33333333,27,24,24,26,9,24.5,14,28,33.5
,55,393 (750),34,27,25,,,,,,25,34,28.66666667,3,9,11,31,6,37,23,39.5,16,35.5,25,13
,55,397,38,,,,,,,,38,38,38,1,0,28,15.33333333,20,25.33333333,26.5,32,20,10.5,40,3
,55,398,28,,,,,,,,28,28,28,1,0,30.5,5,35,16,18,13,10.25,25.5,27,38.66666667
,55,399,18,16,,,,,,,16,18,17,2,2,25,22,24,35,10.5,8.5,33,43.5,9.75,16
,55,413 (500),11,,,,,,,,11,11,11,1,0,,25.66666667,,36,41.5,11,17.66666667,17,18.66666667,36
,55,414 (750),25,29,,,,,,,25,29,27,2,4,25,8,10.5,15,21,21,21,33,36,23
,55,417,27,32,,,,,,,27,32,29.5,2,5,22.33333333,29,20.33333333,23.66666667,11,22.33333333,26,33,34,27.5
,55,418,31,20,,,,,,,20,31,25.5,2,11,23,11,17.5,8,22,7,13,34,27.33333333,8
,55,419 (500),15,,,,,,,,15,15,15,1,0,18,34,,4,25,38,,35,18,28
,55,427 (500),35,27,,,,,,,27,35,31,2,8,13,25,16.5,31,14,15,29,35,32,25
,55,430,33,25,24,,,,,,24,33,27.33333333,3,9,21.5,7,13,26,33,20,33,35.66666667,29.33333333,34.25
,55,431,32,,,,,,,,32,32,32,1,0,9,10,17.5,27.5,31,8.5,31.5,33.25,29,33
,55,432 (750),,,,,,,,,,,,0,,18,31.5,9,15,20,19,20,10,12,5
,55,433,32,30,32,,,,,,30,32,31.33333333,3,2,26,13,28.5,14,26.66666667,22,12.66666667,28,17.33333333,38.5
,55,434,20,31,,,,,,,20,31,25.5,2,11,30,19,5.25,16,24,27.5,13,35.5,14,14.33333333
,55,435,13,,,,,,,,13,13,13,1,0,13,23,9,35.5,19.25,28,24.5,22.66666667,10,22
,55,436,7,,,,,,,,7,7,7,1,0,25.5,26.5,33.5,21,36,17.5,16,13,16.33333333,23
,55,437,,,,,,,,,,,,0,,28,8,40,21.33333333,21.25,10.66666667,11,37,6.333333333,8.5
,55,451,27,28,,,,,,,27,28,27.5,2,1,23,32.66666667,24,38.5,23.5,15.33333333,25.5,8,36,29.33333333
,55,452,8,5,5,,,,,,5,8,6,3,3,19,43.5,21.5,16,14,31,8,32.5,21,34
,55,453,18,,,,,,,,18,18,18,1,0,29,17.33333333,11,12.8,15.75,5,39,15,35,24.5
,55,454,4,11,,,,,,,4,11,7.5,2,7,30,15.5,19,5.333333333,21.5,8.8,15.5,14,20.5,6
,55,455,17,19,,,,,,,17,19,18,2,2,11,0,16.66666667,12,13,19,26.5,10.66666667,35,20.5
,55,456,34,27,27,,,,,,27,34,29.33333333,3,7,29,35.5,29,24.66666667,30,19.66666667,13,18.66666667,28,23
,55,468 (500),15,,,,,,,,15,15,15,1,0,29,13,30.5,25,12.75,34.33333333,35,28,13.5,26
,55,469,21,31,,,,,,,21,31,26,2,10,17.66666667,25,28.5,40.33333333,19.2,17,8,23,29,35.66666667
,55,475,27,29,,,,,,,27,29,28,2,2,22,24.5,23,25,5,11,28,13,9,23.5
,55,476,3,,,,,,,,3,3,3,1,0,26.5,16,26.5,10,30,11.5,25.5,15.66666667,31,16.5
,55,483,40,31,,,,,,,31,40,35.5,2,9,,20,3,13.5,22.5,29.5,27,19,29,21
,55,497,18,,,,,,,,18,18,18,1,0,18,10,32,32.33333333,25,14,,34,40.66666667,18
,55,498,32,,,,,,,,32,32,32,1,0,10,19.5,22,28,24,3,25.5,33.66666667,22,16
,55,499,44,43,,,,,,,43,44,43.5,2,1,9.333333333,31,29.66666667,20.33333333,5,24,42,18,13.5,27.5
,55,500,11,,,,,,,,11,11,11,1,0,36.5,13.5,28,19,13,36.33333333,27.33333333,8,4.5,2
,55,501,44,32,,,,,,,32,44,38,2,12,36.5,32.66666667,2.5,16,36,16,38.75,15.66666667,4,26
,55,530 (750),13,,,,,,,,13,13,13,1,0,15,,14,30.5,30,2,33,33,22,25
,55,537,11,,,,,,,,11,11,11,1,0,28,17.33333333,28,2,6.5,17,8,28,6.333333333,15.5
,55,544,45,,,,,,,,45,45,45,1,0,27,20,20.33333333,22,29,17,45,21.75,14,35.66666667
,55,545,16,17,12,,,,,,12,17,15,3,5,32.5,34,23.5,30,32,24,31.5,20.66666667,10,11.66666667
,55,546,33,34,32,,,,,,32,34,33,3,2,14.25,19,21.5,27,17.5,3,16,39,28.5,9.5
,55,547,18,,,,,,,,18,18,18,1,0,40,36.4,,5,14.66666667,18,12,27,24,8
,55,552,24,,,,,,,,24,24,24,1,0,23,37,33,15.66666667,27.66666667,24.5,23,28.33333333,16,31
,55,553,21,,,,,,,,21,21,21,1,0,23.5,30,2.5,18.2,36,30,33,20,38.5,20
,55,554,33,,,,,,,,33,33,33,1,0,27.5,13.33333333,13,15.5,26.66666667,18.25,24.66666667,22,9.333333333,7.333333333
,55,555,8,19,,,,,,,8,19,13.5,2,11,17,11,21.5,26.5,7,11.5,24,31.25,26.6,29
,55,561 (pvp),,,,,,,,,,,,0,,,28,,27,,,,,,
,55,571,25,,,,,,,,25,25,25,1,0,23,17,22,17,15.66666667,17.5,30.5,30,24,31
,55,575,25,,,,,,,,25,25,25,1,0,,11,11,21.5,5,28,14,31.66666667,26,11.66666667
,55,577 (pvp),,,,,,,,,,,,0,,,,,,41,,7,,,
23/Jul/25,56,301,21,13,,,,,,,13,21,17,2,8,20,,29,,5,25,11.5,16,,21.5
,56,308,13,,,,,,,,13,13,13,1,0,29,,36.6,33.33333333,8,6,15.66666667,32,22,19
,56,316,11,17,20,,,,,,11,20,16,3,9,30,25.5,20,11,18,29.5,12,33,36.5,37
,56,326,,,,,,,,,,,,0,,31,,39,9.666666667,36,11.5,32,37,32.5,13
,56,335,20,30,26,,,,,,20,30,25.33333333,3,10,23,18,24.5,21,15,24,16.66666667,15,28,20
,56,372 (750),40,,,,,,,,40,40,40,1,0,30,,26,,4,19,20,14,37,19
,56,379,29,,,,,,,,29,29,29,1,0,35,20,25,29.75,23,12.4,8,26,26.5,7
,56,380,24,13,,,,,,,13,24,18.5,2,11,44,24,16,25,22.5,28.33333333,25.33333333,36,15,11.5
,56,381 (500),31,,,,,,,,31,31,31,1,0,29,16,31.66666667,21,25,10,42,37,41,13
,56,382,10,12,,,,,,,10,12,11,2,2,10,28.5,10,8,25.5,26.25,15,15,20,25.5
,56,383,25,25,30,,,,,,25,30,26.66666667,3,5,10.5,34,31.5,13,26.5,10,28,29,16,31.5
,56,384,17,13,6,,,,,,6,17,12,3,11,25,21.33333333,27,24,24,26,9,24.5,14,28
,56,393 (750),0,,,,,,,,0,0,0,0,0,28.66666667,11,31,6,37,23,39.5,16,35.5,25
,56,397,40,,,,,,,,40,40,40,1,0,38,28,15.33333333,20,25.33333333,26.5,32,20,10.5,40
,56,398,16,10,,,,,,,10,16,13,2,6,28,30.5,5,35,16,18,13,10.25,25.5,27
,56,399,28,26,,,,,,,26,28,27,2,2,17,25,22,24,35,10.5,8.5,33,43.5,9.75
,56,413 (500),8,7,,,,,,,7,8,7.5,2,1,11,,25.66666667,,36,41.5,11,17.66666667,17,18.66666667
,56,414 (750),26,18,17,,,,,,17,26,20.33333333,3,9,27,25,8,10.5,15,21,21,21,33,36
,56,417,32,40,,,,,,,32,40,36,2,8,29.5,22.33333333,29,20.33333333,23.66666667,11,22.33333333,26,33,34
,56,418,25,,,,,,,,25,25,25,1,0,25.5,23,11,17.5,8,22,7,13,34,27.33333333
,56,419 (500),15,9,22,,,,,,9,22,15.33333333,3,13,15,18,34,,4,25,38,,35,18
,56,427 (500),10,,,,,,,,10,10,10,1,0,31,13,25,16.5,31,14,15,29,35,32
,56,430,10,,,,,,,,10,10,10,1,0,27.33333333,21.5,7,13,26,33,20,33,35.66666667,29.33333333
,56,431,5,,,,,,,,5,5,5,1,0,32,9,10,17.5,27.5,31,8.5,31.5,33.25,29
,56,432 (750),32,,,,,,,,32,32,32,1,0,,18,31.5,9,15,20,19,20,10,12
,56,433,19,,,,,,,,19,19,19,1,0,31.33333333,26,13,28.5,14,26.66666667,22,12.66666667,28,17.33333333
,56,434,44,,,,,,,,44,44,44,1,0,25.5,30,19,5.25,16,24,27.5,13,35.5,14
,56,435,34,38,,,,,,,34,38,36,2,4,13,13,23,9,35.5,19.25,28,24.5,22.66666667,10
,56,436,16,11,,,,,,,11,16,13.5,2,5,7,25.5,26.5,33.5,21,36,17.5,16,13,16.33333333
,56,437,38,39,,,,,,,38,39,38.5,2,1,,28,8,40,21.33333333,21.25,10.66666667,11,37,6.333333333
,56,451,33,,,,,,,,33,33,33,1,0,27.5,23,32.66666667,24,38.5,23.5,15.33333333,25.5,8,36
,56,452,34,29,25,,,,,,25,34,29.33333333,3,9,6,19,43.5,21.5,16,14,31,8,32.5,21
,56,453,29,,,,,,,,29,29,29,1,0,18,29,17.33333333,11,12.8,15.75,5,39,15,35
,56,454,19,,,,,,,,19,19,19,1,0,7.5,30,15.5,19,5.333333333,21.5,8.8,15.5,14,20.5
,56,455,20,,,,,,,,20,20,20,1,0,18,11,0,16.66666667,12,13,19,26.5,10.66666667,35
,56,456,9,,,,,,,,9,9,9,1,0,29.33333333,29,35.5,29,24.66666667,30,19.66666667,13,18.66666667,28
,56,468 (500),31,32,,,,,,,31,32,31.5,2,1,15,29,13,30.5,25,12.75,34.33333333,35,28,13.5
,56,469,10,14,,,,,,,10,14,12,2,4,26,17.66666667,25,28.5,40.33333333,19.2,17,8,23,29
,56,475,35,31,,,,,,,31,35,33,2,4,28,22,24.5,23,25,5,11,28,13,9
,56,476,39,33,,,,,,,33,39,36,2,6,3,26.5,16,26.5,10,30,11.5,25.5,15.66666667,31
,56,483,21,,,,,,,,21,21,21,1,0,35.5,,20,3,13.5,22.5,29.5,27,19,29
,56,497,17,9,,,,,,,9,17,13,2,8,18,18,10,32,32.33333333,25,14,,34,40.66666667
,56,498,45,,,,,,,,45,45,45,1,0,32,10,19.5,22,28,24,3,25.5,33.66666667,22
,56,499,14,13,,,,,,,13,14,13.5,2,1,43.5,9.333333333,31,29.66666667,20.33333333,5,24,42,18,13.5
,56,500,25,,,,,,,,25,25,25,1,0,11,36.5,13.5,28,19,13,36.33333333,27.33333333,8,4.5
,56,501,29,17,,,,,,,17,29,23,2,12,38,36.5,32.66666667,2.5,16,36,16,38.75,15.66666667,4
,56,530 (750),21,13,,,,,,,13,21,17,2,8,13,15,,14,30.5,30,2,33,33,22
,56,537,21,27,,,,,,,21,27,24,2,6,11,28,17.33333333,28,2,6.5,17,8,28,6.333333333
,56,544,13,31,15,,,,,,13,31,19.66666667,3,18,45,27,20,20.33333333,22,29,17,45,21.75,14
,56,545,24,,,,,,,,24,24,24,1,0,15,32.5,34,23.5,30,32,24,31.5,20.66666667,10
,56,546,23,,,,,,,,23,23,23,1,0,33,14.25,19,21.5,27,17.5,3,16,39,28.5
,56,547,16,,,,,,,,16,16,16,1,0,18,40,36.4,,5,14.66666667,18,12,27,24
,56,552,6,4,,,,,,,4,6,5,2,2,24,23,37,33,15.66666667,27.66666667,24.5,23,28.33333333,16
,56,553,30,,,,,,,,30,30,30,1,0,21,23.5,30,2.5,18.2,36,30,33,20,38.5
,56,554,8,,,,,,,,8,8,8,1,0,33,27.5,13.33333333,13,15.5,26.66666667,18.25,24.66666667,22,9.333333333
,56,555,13,,,,,,,,13,13,13,1,0,13.5,17,11,21.5,26.5,7,11.5,24,31.25,26.6
,56,561 (pvp),,,,,,,,,,,,0,,,,28,,27,,,,,
,56,571,26,35,24,,,,,,24,35,28.33333333,3,11,25,23,17,22,17,15.66666667,17.5,30.5,30,24
,56,575,21,36,35,,,,,,21,36,30.66666667,3,15,25,,11,11,21.5,5,28,14,31.66666667,26
,56,577 (pvp),21,,,,,,,,21,21,21,1,0,,,,,,41,,7,,
30/Jul/25,57,301,32,27,22,,,,,,22,32,27,3,10,17,20,,29,,5,25,11.5,16,
,57,308,9,22,,,,,,,9,22,15.5,2,13,13,29,,36.6,33.33333333,8,6,15.66666667,32,22
,57,316,23,,,,,,,,23,23,23,1,0,16,30,25.5,20,11,18,29.5,12,33,36.5
,57,326,31,20,25,28,,,,,20,31,26,4,11,,31,,39,9.666666667,36,11.5,32,37,32.5
,57,335,18,,,,,,,,18,18,18,1,0,25.33333333,23,18,24.5,21,15,24,16.66666667,15,28
,57,372 (750),,,,,,,,,,,,0,,40,30,,26,,4,19,20,14,37
,57,379,3,5,,,,,,,3,5,4,2,2,29,35,20,25,29.75,23,12.4,8,26,26.5
,57,380,26,26,,,,,,,26,26,26,2,0,18.5,44,24,16,25,22.5,28.33333333,25.33333333,36,15
,57,381 (500),13,2,3,,,,,,2,13,6,3,11,31,29,16,31.66666667,21,25,10,42,37,41
,57,382,3,8,9,,,,,,3,9,6.666666667,3,6,11,10,28.5,10,8,25.5,26.25,15,15,20
,57,383,26,20,9,18,,,,,9,26,18.25,4,17,26.66666667,10.5,34,31.5,13,26.5,10,28,29,16
,57,384,32,31,24,31,34,,,,24,34,30.4,5,10,12,25,21.33333333,27,24,24,26,9,24.5,14
,57,393 (750),,,,,,,,,,,,0,,0,28.66666667,11,31,6,37,23,39.5,16,35.5
,57,397,33,27,25,,,,,,25,33,28.33333333,3,8,40,38,28,15.33333333,20,25.33333333,26.5,32,20,10.5
,57,398,34,28,33,,,,,,28,34,31.66666667,3,6,13,28,30.5,5,35,16,18,13,10.25,25.5
,57,399,21,18,,,,,,,18,21,19.5,2,3,27,17,25,22,24,35,10.5,8.5,33,43.5
,57,413 (500),25,21,,,,,,,21,25,23,2,4,7.5,11,,25.66666667,,36,41.5,11,17.66666667,17
,57,414 (750),25,28,28,,,,,,25,28,27,3,3,20.33333333,27,25,8,10.5,15,21,21,21,33
,57,417,22,20,26,,,,,,20,26,22.66666667,3,6,36,29.5,22.33333333,29,20.33333333,23.66666667,11,22.33333333,26,33
,57,418,23,16,,,,,,,16,23,19.5,2,7,25,25.5,23,11,17.5,8,22,7,13,34
,57,419 (500),16,,,,,,,,16,16,16,1,0,15.33333333,15,18,34,,4,25,38,,35
,57,427 (500),30,,,,,,,,30,30,30,1,0,10,31,13,25,16.5,31,14,15,29,35
,57,430,30,27,,,,,,,27,30,28.5,2,3,10,27.33333333,21.5,7,13,26,33,20,33,35.66666667
,57,431,8,6,11,9,3,11,,,3,11,8,6,8,5,32,9,10,17.5,27.5,31,8.5,31.5,33.25
,57,432 (750),16,,,,,,,,16,16,16,1,0,32,,18,31.5,9,15,20,19,20,10
,57,433,10,15,13,10,,,,,10,15,12,4,5,19,31.33333333,26,13,28.5,14,26.66666667,22,12.66666667,28
,57,434,19,,,,,,,,19,19,19,1,0,44,25.5,30,19,5.25,16,24,27.5,13,35.5
,57,435,21,,,,,,,,21,21,21,1,0,36,13,13,23,9,35.5,19.25,28,24.5,22.66666667
,57,436,33,34,26,26,,,,,26,34,29.75,4,8,13.5,7,25.5,26.5,33.5,21,36,17.5,16,13
,57,437,26,28,,,,,,,26,28,27,2,2,38.5,,28,8,40,21.33333333,21.25,10.66666667,11,37
,57,451,30,35,26,35,32,,,,26,35,31.6,5,9,33,27.5,23,32.66666667,24,38.5,23.5,15.33333333,25.5,8
,57,452,26,35,22,32,27,,,,22,35,28.4,5,13,29.33333333,6,19,43.5,21.5,16,14,31,8,32.5
,57,453,25,,,,,,,,25,25,25,1,0,29,18,29,17.33333333,11,12.8,15.75,5,39,15
,57,454,18,,,,,,,,18,18,18,1,0,19,7.5,30,15.5,19,5.333333333,21.5,8.8,15.5,14
,57,455,12,,,,,,,,12,12,12,1,0,20,18,11,0,16.66666667,12,13,19,26.5,10.66666667
,57,456,38,31,37,30,,,,,30,38,34,4,8,9,29.33333333,29,35.5,29,24.66666667,30,19.66666667,13,18.66666667
,57,468 (500),28,40,,,,,,,28,40,34,2,12,31.5,15,29,13,30.5,25,12.75,34.33333333,35,28
,57,469,14,,,,,,,,14,14,14,1,0,12,26,17.66666667,25,28.5,40.33333333,19.2,17,8,23
,57,475,10,,,,,,,,10,10,10,1,0,33,28,22,24.5,23,25,5,11,28,13
,57,476,15,13,,,,,,,13,15,14,2,2,36,3,26.5,16,26.5,10,30,11.5,25.5,15.66666667
,57,483,24,26,18,,,,,,18,26,22.66666667,3,8,21,35.5,,20,3,13.5,22.5,29.5,27,19
,57,497,11,13,15,,,,,,11,15,13,3,4,13,18,18,10,32,32.33333333,25,14,,34
,57,498,10,2,,,,,,,2,10,6,2,8,45,32,10,19.5,22,28,24,3,25.5,33.66666667
,57,499,39,,,,,,,,39,39,39,1,0,13.5,43.5,9.333333333,31,29.66666667,20.33333333,5,24,42,18
,57,500,13,17,9,4,,,,,4,17,10.75,4,13,25,11,36.5,13.5,28,19,13,36.33333333,27.33333333,8
,57,501,4,3,,,,,,,3,4,3.5,2,1,23,38,36.5,32.66666667,2.5,16,36,16,38.75,15.66666667
,57,530 (750),15,13,18,,,,,,13,18,15.33333333,3,5,17,13,15,,14,30.5,30,2,33,33
,57,537,20,29,25,,,,,,20,29,24.66666667,3,9,24,11,28,17.33333333,28,2,6.5,17,8,28
,57,544,7,,,,,,,,7,7,7,1,0,19.66666667,45,27,20,20.33333333,22,29,17,45,21.75
,57,545,17,,,,,,,,17,17,17,1,0,24,15,32.5,34,23.5,30,32,24,31.5,20.66666667
,57,546,11,11,,,,,,,11,11,11,2,0,23,33,14.25,19,21.5,27,17.5,3,16,39
,57,547,21,11,14,23,,,,,11,23,17.25,4,12,16,18,40,36.4,,5,14.66666667,18,12,27
,57,552,13,22,,,,,,,13,22,17.5,2,9,5,24,23,37,33,15.66666667,27.66666667,24.5,23,28.33333333
,57,553,26,25,,,,,,,25,26,25.5,2,1,30,21,23.5,30,2.5,18.2,36,30,33,20
,57,554,40,31,32,,,,,,31,40,34.33333333,3,9,8,33,27.5,13.33333333,13,15.5,26.66666667,18.25,24.66666667,22
,57,555,25,31,28,37,28,,,,25,37,29.8,5,12,13,13.5,17,11,21.5,26.5,7,11.5,24,31.25
,57,561 (pvp),,,,,,,,,,,,0,,,,,28,,27,,,,
,57,571,15,5,,,,,,,5,15,10,2,10,28.33333333,25,23,17,22,17,15.66666667,17.5,30.5,30
,57,575,31,21,26,28,,,,,21,31,26.5,4,10,30.66666667,25,,11,11,21.5,5,28,14,31.66666667
,57,577 (pvp),,,,,,,,,,,,0,,21,,,,,,41,,7,
06/Aug/25,58,301,20,8,,,,,,,8,20,14,2,12,27,17,20,,29,,5,25,11.5,16
,58,308,,,,,,,,,,,,0,,15.5,13,29,,36.6,33.33333333,8,6,15.66666667,32
,58,316,20,,,,,,,,20,20,20,1,0,23,16,30,25.5,20,11,18,29.5,12,33
,58,326,34,10,,,,,,,10,34,22,2,24,26,,31,,39,9.666666667,36,11.5,32,37
,58,335,,,,,,,,,,,,0,,18,25.33333333,23,18,24.5,21,15,24,16.66666667,15
,58,372 (750),17,,,,,,,,17,17,17,1,0,,40,30,,26,,4,19,20,14
,58,379,17,14,1,11,,,,,1,17,10.75,4,16,4,29,35,20,25,29.75,23,12.4,8,26
,58,380,,,,,,,,,,,,0,,26,18.5,44,24,16,25,22.5,28.33333333,25.33333333,36
,58,381 (500),19,,,,,,,,19,19,19,1,0,6,31,29,16,31.66666667,21,25,10,42,37
,58,382,31,26,28,,,,,,26,31,28.33333333,3,5,6.666666667,11,10,28.5,10,8,25.5,26.25,15,15
,58,383,,,,,,,,,,,,0,,18.25,26.66666667,10.5,34,31.5,13,26.5,10,28,29
,58,384,,,,,,,,,,,,0,,30.4,12,25,21.33333333,27,24,24,26,9,24.5
,58,393 (750),23,5,,,,,,,5,23,14,2,18,,0,28.66666667,11,31,6,37,23,39.5,16
,58,397,,,,,,,,,,,,0,,28.33333333,40,38,28,15.33333333,20,25.33333333,26.5,32,20
,58,398,1,2,,,,,,,1,2,1.5,2,1,31.66666667,13,28,30.5,5,35,16,18,13,10.25
,58,399,5,16,,,,,,,5,16,10.5,2,11,19.5,27,17,25,22,24,35,10.5,8.5,33
,58,413 (500),,,,,,,,,,,,0,,23,7.5,11,,25.66666667,,36,41.5,11,17.66666667
,58,414 (750),,,,,,,,,,,,0,,27,20.33333333,27,25,8,10.5,15,21,21,21
,58,417,1,,,,,,,,1,1,1,1,0,22.66666667,36,29.5,22.33333333,29,20.33333333,23.66666667,11,22.33333333,26
